Unnamed: 0,id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,rating,place_url,source,category,top_category,type,created_at,competitor_type,date,number_of_reviews,url,reviews_per_day
12083,ChIJJ6_LbZsZrjsRp64y0s1maGs,Starbucks,13.060235023498535,77.5875473022461,0x3bae199b6dcbaf27:0x6b6866cdd232aea7,starbucks,Starbucks,363,4.300000190734863,https://www.google.com/maps/place/?q=place_id:ChIJJ6_LbZsZrjsRp64y0s1maGs,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor,1657695801.0,579.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402849538092839!2y7739548993817063079!2m2!2i10!3sCAESB0VnTUl1Z1E=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,1.0401960941039967
16161,ChIJJfie13EZrjsRrXlgq06eiV0,Chaayos Cafe Sahakar Nagar,13.059534072875977,77.58755493164062,0x3bae1971d79ef825:0x5d899e4eab6079ad,chaayos,Chaayos,332,4.400000095367432,https://www.google.com/maps/place/?q=place_id:ChIJJfie13EZrjsRrXlgq06eiV0,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor,1657035359.0,471.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402670924920869!2y6740092378056522157!2m2!2i10!3sCAESB0VnTUkxZ00=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.9309716315371314
14262,ChIJk0nikzQZrjsRL_cKIMRr7MQ,Aerofit- India's Leading Fitness Equipment Brand - Byatarayanapura,13.066463470458984,77.59291076660156,0x3bae193493e24993:0xc4ec6bc4200af72f,aerofit,Aerofit,232,5.0,https://www.google.com/maps/place/?q=place_id:ChIJk0nikzQZrjsRL_cKIMRr7MQ,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor,1665745459.0,240.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402407795476883!2y14189835016032941871!2m2!2i10!3sCAESB0VnTUk1Z0U=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.9069396848551099
548,ChIJY12GqrEZrjsRGcjR-X3RPIU,Third Wave Coffee,13.061092376708984,77.58721923828125,0x3bae19b1aa865d63:0x853cd17df9d1c819,thirdwavecoffee,Third Wave Coffee,142,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJY12GqrEZrjsRGcjR-X3RPIU,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor,1673602078.0,300.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402945046240611!2y9600778844639447065!2m2!2i10!3sCAESB0VnTUlvZ0k=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.8612729792661419
9339,ChIJFYGA0ScZrjsR7rIYFWznFJE,Starbucks coffee,13.09444808959961,77.59490966796875,0x3bae1927d1808115:0x9114e76c1518b2ee,starbucks,Starbucks,1134,4.300000190734863,https://www.google.com/maps/place/?q=place_id:ChIJFYGA0ScZrjsR7rIYFWznFJE,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor,1552713663.0,1179.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402352994681109!2y10454235086430188270!2m2!2i10!3sCAESB0VnTUlrZ2s=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.725043678328587
9987,ChIJe_YBwZoZrjsRyxMBVCAGTAg,Fitness edge prime,13.11412525177002,77.57893371582031,0x3bae199ac101f67b:0x84c0620540113cb,N_A,N_A,125,5.0,https://www.google.com/maps/place/?q=place_id:ChIJe_YBwZoZrjsRyxMBVCAGTAg,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor,1672822600.0,184.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402846639191675!2y597859586451510219!2m2!2i10!3sCAESB0VnTUl0QUU=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.7188288361382412
6791,ChIJJaMjL5wXrjsRdUHHvCzJ4sI,QUADZILLA FITNESS,13.04116439819336,77.57258605957031,0x3bae179c2f23a325:0xc2e2c92cbcc74175,N_A,N_A,680,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJJaMjL5wXrjsRdUHHvCzJ4sI,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor,1601147690.0,781.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400653758604069!2y14043007782077546869!2m2!2i10!3sCAESB0VnTUlqQVk=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.6776521470766753
10765,ChIJdTXC3lYYrjsR0oBcdrPmz3M,Café Coffee Day,13.094996452331545,77.5973892211914,0x3bae1856dec23575:0x73cfe6b3765c80d2,cafecoffeeday,Cafe Coffee Day,2896,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJdTXC3lYYrjsR0oBcdrPmz3M,gmaps_v2,coffee_shop,food,N_A,1699615207,anchor_competitor,1317898167.0,2988.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300401455568926069!2y8345142293000126674!2m2!2i10!3sCAESB0VnTUlwQmM=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.6554970666229624
340,ChIJ0YNw1SkXrjsRK8k7QCoOvOc,Fitness#PowerInU,13.053237915039062,77.60441589355469,0x3bae1729d57083d1:0xe7bc0e2a403bc92b,N_A,N_A,153,5.0,https://www.google.com/maps/place/?q=place_id:ChIJ0YNw1SkXrjsRK8k7QCoOvOc,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor,1666832144.0,176.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400162627421137!2y16698237093012031787!2m2!2i10!3sCAESB0VnTUlxZ0U=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.6290395455223545
4030,ChIJzyLmN2AXrjsRz99Vt-Mx7To,Third Wave Coffee,13.042312622070312,77.62071990966797,0x3bae176037e622cf:0x3aed31e3b755dfcf,thirdwavecoffee,Third Wave Coffee,54,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJzyLmN2AXrjsRz99Vt-Mx7To,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor,1679034069.0,118.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400396207530703!2y4246104877783441359!2m2!2i10!3sCAESBkVnSUliZw==!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.5294015524845767
4128,ChIJW8P8t7gXrjsRjojVmE4_W_U,Café Coffee Day,13.028298377990724,77.58628845214844,0x3bae17b8b7fcc35b:0xf55b3f4e98d5888e,cafecoffeeday,Cafe Coffee Day,1462,3.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJW8P8t7gXrjsRjojVmE4_W_U,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor,1448074140.0,1507.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400776313619291!2y17679794368977143950!2m2!2i10!3sCAESB0VnTUkzQXM=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.5268185042046808
9854,ChIJh4mpXAAZrjsRwhb87J7FVfM,BEAST FITNESS STUDIO,13.061433792114258,77.62753295898438,0x3bae19005ca98987:0xf355c59eecfc16c2,N_A,N_A,56,5.0,https://www.google.com/maps/place/?q=place_id:ChIJh4mpXAAZrjsRwhb87J7FVfM,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor,1678337366.0,199.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402183530711431!2y17534138010608342722!2m2!2i10!3sCAESB0VnTUl2Z0U=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.5087872106643414
12799,ChIJSw2r0iMYrjsR7MibViO1IM0,Lassi Shop,13.063669204711914,77.58766174316406,0x3bae1823d2ab0d4b:0xcd20b523569bc8ec,lassishop,Lassi Shop,1072,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJSw2r0iMYrjsR7MibViO1IM0,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor,1483669240.0,1093.0,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300401236322749771!2y14781013140411500780!2m2!2i10!3sCAESB0VnTUl3Z2c=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.4536281635595455
