,id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,rating,place_url,source,category,top_category,type,created_at,competitor_type
1240,ChIJM2Uq2RUZrjsR-ReVa6yqz0A,The Art of living Happiness Center,13.093897819519045,77.5885238647461,0x3bae1915d92a6533:0x40cfaaac6b9517f9,artofliving,Art of Living,2,3.0,https://www.google.com/maps/place/?q=place_id:ChIJM2Uq2RUZrjsR-ReVa6yqz0A,gmaps_v2,gym_fitness,leisure,wellness_centre,1687847039,primary_competitor
1255,ChIJ6xGB_6MirjsRquElVb3kYZE,Aim Health - Fitness Supplement Store,13.07264804840088,77.55602264404297,0x3bae22a3ff8111eb:0x9161e4bd5525e1aa,N_A,N_A,87,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJ6xGB_6MirjsRquElVb3kYZE,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
1365,ChIJzaUnCJIZrjsRFsxFJULb3j8,Starbucks Coffee,13.101969718933104,77.58635711669922,0x3bae19920827a5cd:0x3fdedb422545cc16,starbucks,Starbucks,7,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJzaUnCJIZrjsRFsxFJULb3j8,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor
1459,ChIJt84PJ18XrjsRKbM-4YjEzmc,GUN Fitness,13.05454921722412,77.60187530517578,0x3bae175f270fceb7:0x67cec488e13eb329,N_A,N_A,266,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJt84PJ18XrjsRKbM-4YjEzmc,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
1555,ChIJBWZ02cEXrjsRFbV-0L6q_0U,Adithya Yoga Classes,13.04385757446289,77.57756042480469,0x3bae17c1d9746605:0x45ffaabed07eb515,adithyayoga,Adithya Yoga,2,5.0,https://www.google.com/maps/place/?q=place_id:ChIJBWZ02cEXrjsRFbV-0L6q_0U,gmaps_v2,gym_fitness,leisure,yoga,1687847039,primary_competitor
1611,ChIJMadbVY4XrjsROtLZ3zFzpIs,Café Coffee Day,13.049199104309082,77.59300994873047,0x3bae178e555ba731:0x8ba47331dfd9d23a,cafecoffeeday,Cafe Coffee Day,370,3.799999952316284,https://www.google.com/maps/place/?q=place_id:ChIJMadbVY4XrjsROtLZ3zFzpIs,gmaps_v2,coffee_shop,food,N_A,1699615207,anchor_competitor
1631,ChIJAy-FMaQirjsRyqKgskWHE4U,Aadhya's Dance and Fitness World,13.078815460205078,77.55914306640625,0x3bae22a431852f03:0x85138745b2a0a2ca,N_A,N_A,81,5.0,https://www.google.com/maps/place/?q=place_id:ChIJAy-FMaQirjsRyqKgskWHE4U,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
1632,ChIJmfnXHRAYrjsRbvWQ9CPB8Qo,Revive 360 Degree,13.068982124328612,77.57353973388672,0x3bae18101dd7f999:0xaf1c123f490f56e,N_A,N_A,166,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJmfnXHRAYrjsRbvWQ9CPB8Qo,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
1797,ChIJubahgNoXrjsRT5pniThZZjA,SUPRAD Badminton Academy,13.05008316040039,77.60783386230469,0x3bae17da80a1b6b9:0x3066593889679a4f,N_A,N_A,192,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJubahgNoXrjsRT5pniThZZjA,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
1868,ChIJm8XaCycYrjsRLUDyvCFEnrk,WELCARE EQUIPMENTS PVT LTD,13.059304237365724,77.59317779541016,0x3bae18270bdac59b:0xb99e4421bcf2402d,welcareindia,Welcare Fitness,200,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJm8XaCycYrjsRLUDyvCFEnrk,gmaps_v2,gym_fitness,leisure,N_A,1687847039,primary_competitor
2105,ChIJmZJPSGEYrjsRo0slqDPF0vE,Basavalingappa Udyana,13.097112655639648,77.58043670654297,0x3bae1861484f9299:0xf1d2c533a8254ba3,N_A,N_A,847,4.300000190734863,https://www.google.com/maps/place/?q=place_id:ChIJmZJPSGEYrjsRo0slqDPF0vE,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
2135,ChIJkavO06EirjsRQt0sR0NBkjs,Asha Yoga Center,13.078041076660156,77.55909729003906,0x3bae22a1d3ceab91:0x3b924143472cdd42,N_A,N_A,233,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJkavO06EirjsRQt0sR0NBkjs,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
2188,ChIJwVlYLKgZrjsR6ZqRrrocldg,Taurus Sports & Fitness Arena- Badminton Academy | Indoor Cricket Nets & Bowling Machine,13.068150520324709,77.60299682617188,0x3bae19a82c5859c1:0xd8951cbaae919ae9,N_A,N_A,97,4.5,https://www.google.com/maps/place/?q=place_id:ChIJwVlYLKgZrjsR6ZqRrrocldg,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
2305,ChIJ88vTy08XrjsRw4MKLwLwYak,Fitness 360 Degree Gym Hebbal Kempapura,13.05540370941162,77.60562896728516,0x3bae174fcbd3cbf3:0xa961f0022f0a83c3,N_A,N_A,340,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJ88vTy08XrjsRw4MKLwLwYak,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
2393,ChIJ55BRYiMXrjsRzzleqLjaR4M,Victory Fit And Fine,13.053346633911133,77.60369110107422,0x3bae1723625190e7:0x8347dab8a85e39cf,N_A,N_A,109,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJ55BRYiMXrjsRzzleqLjaR4M,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
2615,ChIJG6G9gN0ZrjsRMhs9e4nBBcI,HEALTH BEAT FITNESS,13.067865371704102,77.63005828857422,0x3bae19dd80bda11b:0xc205c1897b3d1b32,N_A,N_A,159,4.400000095367432,https://www.google.com/maps/place/?q=place_id:ChIJG6G9gN0ZrjsRMhs9e4nBBcI,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
2632,ChIJvd42Vt4ZrjsRUnikY3nofVc,Twistars Gymnastics,13.067334175109863,77.59735107421875,0x3bae19de5636debd:0x577de87963a47852,N_A,N_A,138,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJvd42Vt4ZrjsRUnikY3nofVc,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
2684,ChIJ6VcnpLkXrjsRGYcIH9XC9hA,EXERCISE CURE-Best physiotherapy center,13.023893356323242,77.59172821044922,0x3bae17b9a42757e9:0x10f6c2d51f088719,N_A,N_A,152,5.0,https://www.google.com/maps/place/?q=place_id:ChIJ6VcnpLkXrjsRGYcIH9XC9hA,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
2868,ChIJe-aqWFUYrjsRRmfmJY64tO0,SOBHA Palm Court (Apartments in Yelahanka),13.103965759277344,77.60665130615234,0x3bae185558aae67b:0xedb4b88e25e66746,N_A,N_A,68,4.0,https://www.google.com/maps/place/?q=place_id:ChIJe-aqWFUYrjsRRmfmJY64tO0,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
3029,ChIJK67mniYYrjsRIaN12bRDAPM,Smith Gym,13.06350040435791,77.58639526367188,0x3bae18269ee6ae2b:0xf30043b4d975a321,N_A,N_A,58,4.599999904632568,https://www.google.com/maps/place/?q=place_id:ChIJK67mniYYrjsRIaN12bRDAPM,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
3226,ChIJT1D8d-8ZrjsRJmt8_JnNSC8,Prince Fitness - Available on Cult.fit | Gyms in Hunasamaranahalli,13.144204139709473,77.61868286132812,0x3bae19ef77fc504f:0x2f48cd99fc7c6b26,N_A,N_A,92,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJT1D8d-8ZrjsRJmt8_JnNSC8,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
3398,ChIJmRwT--oZrjsRnfdToFTYaeU,SHUTTLE MANIA BADMINTON CLUB,13.063767433166504,77.5689697265625,0x3bae19eafb131c99:0xe569d854a053f79d,N_A,N_A,85,4.599999904632568,https://www.google.com/maps/place/?q=place_id:ChIJmRwT--oZrjsRnfdToFTYaeU,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
3456,ChIJsZX0LZgXrjsR2NiYwuURrDg,Xtreme Bodyline Gym,13.037442207336426,77.59667205810547,0x3bae17982df495b1:0x38ac11e5c298d8d8,N_A,N_A,78,4.400000095367432,https://www.google.com/maps/place/?q=place_id:ChIJsZX0LZgXrjsR2NiYwuURrDg,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
3676,ChIJE4S36f0ZrjsRRO-387oM9wM,Leaf Yoga Teacher Training School,13.11612606048584,77.60730743408203,0x3bae19fde9b78413:0x3f70cbaf3b7ef44,leafyogavillage,Leaf Yoga Village,7,5.0,https://www.google.com/maps/place/?q=place_id:ChIJE4S36f0ZrjsRRO-387oM9wM,gmaps_v2,gym_fitness,leisure,yoga,1687847039,primary_competitor
3693,ChIJQ5gSSbgZrjsR-hgG7UDNdbc,Arivu School of Yoga,13.06264305114746,77.60926818847656,0x3bae19b849129843:0xb775cd40ed0618fa,N_A,N_A,55,5.0,https://www.google.com/maps/place/?q=place_id:ChIJQ5gSSbgZrjsR-hgG7UDNdbc,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
3752,ChIJBeKDd4EXrjsRUQ1lKJz45iQ,Vivekananda School of Yoga,13.053174018859863,77.6046371459961,0x3bae17817783e205:0x24e6f89c28650d51,N_A,N_A,82,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJBeKDd4EXrjsRUQ1lKJz45iQ,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
3772,ChIJcy3noxkYrjsRlhViKc4j9S4,Sweat Groupex,13.065821647644045,77.58085632324219,0x3bae1819a3e72d73:0x2ef523ce29621596,N_A,N_A,103,3.299999952316284,https://www.google.com/maps/place/?q=place_id:ChIJcy3noxkYrjsRlhViKc4j9S4,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
3782,ChIJja5Hk3MjrjsRTwj9gUZMhTU,HERCULES FITNESS EQUIPMENTS(Murugappa Group),13.073784828186035,77.5570068359375,0x3bae23739347ae8d:0x35854c4681fd084f,herculesfitness,herculesfitness,110,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJja5Hk3MjrjsRTwj9gUZMhTU,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
3846,ChIJkeVDyRgYrjsR7eiP5X7P1EI,Yoga & Meditation Center,13.063069343566896,77.58323669433594,0x3bae1818c943e591:0x42d4cf7ee58fe8ed,artofliving,Art of Living,7,4.400000095367432,https://www.google.com/maps/place/?q=place_id:ChIJkeVDyRgYrjsR7eiP5X7P1EI,gmaps_v2,gym_fitness,leisure,wellness_centre,1687847039,primary_competitor
3982,ChIJ2ysEwEsjrjsRDFdkGyvB0l8,Kalasadha Academy,13.06678295135498,77.55377197265625,0x3bae234bc0042bdb:0x5fd2c12b1b64570c,N_A,N_A,112,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJ2ysEwEsjrjsRDFdkGyvB0l8,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
4026,ChIJ206TwooYrjsRPjJc-sDdDm4,Café Coffee Day - LMN Arcade,13.103480339050291,77.5843734741211,0x3bae188ac2934edb:0x6e0eddc0fa5c323e,cafecoffeeday,Cafe Coffee Day,908,4.0,https://www.google.com/maps/place/?q=place_id:ChIJ206TwooYrjsRPjJc-sDdDm4,gmaps_v2,coffee_shop,food,N_A,1699615207,anchor_competitor
4030,ChIJzyLmN2AXrjsRz99Vt-Mx7To,Third Wave Coffee,13.042312622070312,77.62071990966797,0x3bae176037e622cf:0x3aed31e3b755dfcf,thirdwavecoffee,Third Wave Coffee,54,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJzyLmN2AXrjsRz99Vt-Mx7To,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor
4071,ChIJIwL-JisZrjsRsAUVk7llx2M,Harry's Dance N Fitness Academy-Sahakarnagar,13.064104080200195,77.58618927001953,0x3bae192b26fe0223:0x63c765b9931505b0,N_A,N_A,75,5.0,https://www.google.com/maps/place/?q=place_id:ChIJIwL-JisZrjsRsAUVk7llx2M,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
4088,ChIJ4eNtYr4XrjsRvg9OhWWAmdY,Art of living Yoga and Meditation Centre,13.055352210998535,77.60167694091797,0x3bae17be626de3e1:0xd6998065854e0fbe,artofliving,Art of Living,16,5.0,https://www.google.com/maps/place/?q=place_id:ChIJ4eNtYr4XrjsRvg9OhWWAmdY,gmaps_v2,gym_fitness,leisure,wellness_centre,1687847039,primary_competitor
4128,ChIJW8P8t7gXrjsRjojVmE4_W_U,Café Coffee Day,13.028298377990724,77.58628845214844,0x3bae17b8b7fcc35b:0xf55b3f4e98d5888e,cafecoffeeday,Cafe Coffee Day,1462,3.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJW8P8t7gXrjsRjojVmE4_W_U,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor
4189,ChIJ2UuChE8ZrjsR-DtqY3B453I,MUSCLE TECH FITNESS JAKKUR,13.07509994506836,77.6045913696289,0x3bae194f84824bd9:0x72e77870636a3bf8,N_A,N_A,154,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJ2UuChE8ZrjsR-DtqY3B453I,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
4281,ChIJ8zqSxS4ZrjsR_tqstQZDDPI,FIT CREED,13.09257984161377,77.6009292602539,0x3bae192ec5923af3:0xf20c4306b5acdafe,N_A,N_A,70,4.599999904632568,https://www.google.com/maps/place/?q=place_id:ChIJ8zqSxS4ZrjsR_tqstQZDDPI,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
4300,ChIJO8uk_V0XrjsRHDQpu6HLb4Q,"Cult Nagavara - Gyms in Nagavara, Bangalore",13.040815353393556,77.61976623535156,0x3bae175dfda4cb3b:0x846fcba1bb29341c,cult,Cult.fit,127,4.5,https://www.google.com/maps/place/?q=place_id:ChIJO8uk_V0XrjsRHDQpu6HLb4Q,gmaps_v2,gym_fitness,leisure,N_A,1687847039,primary_competitor
4345,ChIJ2dEWqEEYrjsRfeuoCK8-Qa8,Pathway Of Bbmp Park,13.083391189575195,77.5876693725586,0x3bae1841a816d1d9:0xaf413eaf08a8eb7d,N_A,N_A,100,3.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJ2dEWqEEYrjsRfeuoCK8-Qa8,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
4391,ChIJS_RmWeoXrjsRWIBWxA01ZkM,Naks Gym - Best Gym & Fitness centre in Sanjay Nagar,13.042336463928224,77.57675170898438,0x3bae17ea5966f44b:0x4366350dc4568058,N_A,N_A,424,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJS_RmWeoXrjsRWIBWxA01ZkM,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
4475,ChIJk6Kk2xsYrjsRvzaPqKperOQ,Akshar Yoga Sahakarnagar,13.06439971923828,77.5786361694336,0x3bae181bdba4a293:0xe4ac5eaaa88f36bf,aksharyoga,Akshar Yoga,114,4.5,https://www.google.com/maps/place/?q=place_id:ChIJk6Kk2xsYrjsRvzaPqKperOQ,gmaps_v2,gym_fitness,leisure,yoga,1687847039,primary_competitor
4562,ChIJRVphtcMXrjsRjXCJofCL2Zw,Xtreme fitness Sanjaynagar,13.036903381347656,77.57493591308594,0x3bae17c3b5615a45:0x9cd98bf0a189708d,N_A,N_A,148,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJRVphtcMXrjsRjXCJofCL2Zw,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
4653,ChIJaT3yn-QZrjsRWCu8GwbLRsA,"Aim Fitness, Yelahanka",13.098164558410645,77.58465576171875,0x3bae19e49ff23d69:0xc046cb061bbc2b58,N_A,N_A,83,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJaT3yn-QZrjsRWCu8GwbLRsA,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
4779,ChIJibhrrgwZrjsR0APv8HW2P7I,The Art of Living Yoga and Meditation Center,13.057143211364746,77.5745849609375,0x3bae190cae6bb889:0xb23fb675f0ef03d0,artofliving,Art of Living,0,0.0,https://www.google.com/maps/place/?q=place_id:ChIJibhrrgwZrjsR0APv8HW2P7I,gmaps_v2,gym_fitness,leisure,wellness_centre,1687847039,primary_competitor
4863,ChIJae8fRLgXrjsRkpBXJIZTCJU,Kamala Gym,13.025016784667969,77.5867919921875,0x3bae17b8441fef69:0x9508538624579092,N_A,N_A,232,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJae8fRLgXrjsRkpBXJIZTCJU,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
4910,ChIJGXzrmrkZrjsRHMRUgdoRF1M,SPYSS YOGA,13.06584644317627,77.56997680664062,0x3bae19b99aeb7c19:0x531711da8154c41c,spyss,Shri Pathanjali Yoga Shikshana Samiti,0,0.0,https://www.google.com/maps/place/?q=place_id:ChIJGXzrmrkZrjsRHMRUgdoRF1M,gmaps_v2,gym_fitness,leisure,N_A,1687847039,primary_competitor
5070,ChIJD9W_IdMXrjsRgh87MOMCFC8,Aditya Yoga Classes,13.04082202911377,77.61266326904297,0x3bae17d321bfd50f:0x2f1402e3303b1f82,adithyayoga,Adithya Yoga,4,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJD9W_IdMXrjsRgh87MOMCFC8,gmaps_v2,gym_fitness,leisure,yoga,1687847039,primary_competitor
5381,ChIJxcUtE5oZrjsRsYm7hvpbA0Y,Fitness Fever Gym,13.06984519958496,77.58123016357422,0x3bae199a132dc5c5:0x46035bfa86bb89b1,N_A,N_A,88,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJxcUtE5oZrjsRsYm7hvpbA0Y,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
5602,ChIJxwZ9KfEXrjsRzEtMwwkqOTE,Iron House Gym,13.050633430480955,77.57656860351562,0x3bae17f1297d06c7:0x31392a09c34c4bcc,N_A,N_A,95,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJxwZ9KfEXrjsRzEtMwwkqOTE,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
5750,ChIJz-bltRQjrjsRMY0sAUvAhGI,"Cult Vidyaranyapura - Gyms in Vidyaranyapura, Bangalore",13.079805374145508,77.55941009521484,0x3bae2314b5e5e6cf:0x6284c04b012c8d31,cult,Cult.fit,86,4.199999809265137,https://www.google.com/maps/place/?q=place_id:ChIJz-bltRQjrjsRMY0sAUvAhGI,gmaps_v2,gym_fitness,leisure,N_A,1687847039,primary_competitor
5845,ChIJoZHbKqIirjsRyojk700pqd4,Shivaranga Indoor Stadium,13.075624465942385,77.55606079101562,0x3bae22a22adb91a1:0xdea9294defe488ca,N_A,N_A,209,4.599999904632568,https://www.google.com/maps/place/?q=place_id:ChIJoZHbKqIirjsRyojk700pqd4,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
5906,ChIJ2SGxGiIYrjsRZyy7tWl-u7s,Cafe Coffee Day,13.059612274169922,77.58766174316406,0x3bae18221ab121d9:0xbbbb7e69b5bb2c67,cafecoffeeday,Cafe Coffee Day,1247,3.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJ2SGxGiIYrjsRZyy7tWl-u7s,gmaps_v2,coffee_shop,food,N_A,1699615207,anchor_competitor
5909,ChIJO9Mgsz4jrjsRWiRu2ghwbH8,VJ DANCE HOUSE,13.07004165649414,77.55518341064453,0x3bae233eb320d33b:0x7f6c7008da6e245a,N_A,N_A,96,5.0,https://www.google.com/maps/place/?q=place_id:ChIJO9Mgsz4jrjsRWiRu2ghwbH8,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
5924,ChIJCwBPJSIYrjsRfEpzrR0Q99o,"Cult Sahakar Nagar - Gyms in Sahakar Nagar, Bangalore",13.063674926757812,77.58692932128906,0x3bae1822254f000b:0xdaf7101dad734a7c,cult,Cult.fit,52,4.199999809265137,https://www.google.com/maps/place/?q=place_id:ChIJCwBPJSIYrjsRfEpzrR0Q99o,gmaps_v2,gym_fitness,leisure,N_A,1687847039,primary_competitor
6091,ChIJncFJwJcZrjsRhbJinCR3SuI,Royal Fitness - Available on Cult.fit | Gyms in MCECHS Layout,13.068660736083984,77.62646484375,0x3bae1997c049c19d:0xe24a77249c62b285,N_A,N_A,87,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJncFJwJcZrjsRhbJinCR3SuI,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
6235,ChIJNyahhG0ZrjsRS_BBkBAHf28,FitnessEdge 3,13.058049201965332,77.58777618408203,0x3bae196d84a12637:0x6f7f07109041f04b,N_A,N_A,208,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJNyahhG0ZrjsRS_BBkBAHf28,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
6375,ChIJw2P_PSAYrjsR-JbeRZSMxSY,Chairman Club Swimming Pool,13.058439254760742,77.58587646484375,0x3bae18203dff63c3:0x26c58c9445de96f8,N_A,N_A,514,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJw2P_PSAYrjsR-JbeRZSMxSY,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
6456,ChIJazOofjEXrjsRp-mVX6QKH0w,Laasya Academy Of Dance Bangalore,13.038265228271484,77.57707214355469,0x3bae17317ea8336b:0x4c1f0aa45f95e9a7,N_A,N_A,64,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJazOofjEXrjsRp-mVX6QKH0w,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
6566,ChIJR2fGRIAZrjsRAW9_ILIcxo8,D Fitness Planet,13.068779945373535,77.62577819824219,0x3bae198044c66747:0x8fc61cb2207f6f01,N_A,N_A,364,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJR2fGRIAZrjsRAW9_ILIcxo8,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
6611,ChIJpWPniYcXrjsRdVcWvWfHyF0,Bbmp Park,13.057611465454102,77.59818267822266,0x3bae178789e763a5:0x5dc8c767bd165775,N_A,N_A,170,3.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJpWPniYcXrjsRdVcWvWfHyF0,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
6742,ChIJT2hDicQXrjsRMuZSm97G1uA,"Elite Fitness Club - Available on cult.fit - Gyms in R.M.V, Bangalore",13.040285110473633,77.56381225585938,0x3bae17c48943684f:0xe0d6c6de9b52e632,cult,Cult.fit,444,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJT2hDicQXrjsRMuZSm97G1uA,gmaps_v2,gym_fitness,leisure,N_A,1695212099,primary_competitor
6791,ChIJJaMjL5wXrjsRdUHHvCzJ4sI,QUADZILLA FITNESS,13.04116439819336,77.57258605957031,0x3bae179c2f23a325:0xc2e2c92cbcc74175,N_A,N_A,680,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJJaMjL5wXrjsRdUHHvCzJ4sI,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
6794,ChIJraL04l4YrjsRgOEnSNebNGA,Lassi Shop,13.099658012390137,77.588623046875,0x3bae185ee2f4a2ad:0x60349bd74827e180,lassishop,Lassi Shop,300,4.199999809265137,https://www.google.com/maps/place/?q=place_id:ChIJraL04l4YrjsRgOEnSNebNGA,gmaps_v2,coffee_shop,food,N_A,1687847039,anchor_competitor
7557,ChIJY9bsgS0ZrjsREpt62G2KurA,MFIT24 Gym,13.068309783935549,77.60432434082031,0x3bae192d81ecd663:0xb0ba8a6dd87a9b12,N_A,N_A,299,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJY9bsgS0ZrjsREpt62G2KurA,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
7717,ChIJL84rOzUZrjsRirnMkDNVY_8,D Fitness Planet II,13.104061126708984,77.6128158569336,0x3bae19353b2bce2f:0xff63553390ccb98a,N_A,N_A,68,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJL84rOzUZrjsRirnMkDNVY_8,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
7725,ChIJD_Isgy4XrjsR-vhVafWcAhw,Bangalore Boxing Club,13.04078483581543,77.62035369873047,0x3bae172e832cf20f:0x1c029cf56955f8fa,N_A,N_A,655,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJD_Isgy4XrjsR-vhVafWcAhw,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
7857,ChIJPTJQpfYXrjsRgC38fqNBG_M,Matsya Incorporation,13.048233032226562,77.6024398803711,0x3bae17f6a550323d:0xf31b41a37efc2d80,N_A,N_A,98,4.5,https://www.google.com/maps/place/?q=place_id:ChIJPTJQpfYXrjsRgC38fqNBG_M,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
7935,ChIJb_IeCS8YrjsRg2W9Zn78_SM,Body tone fitness gym,13.066078186035156,77.59831237792969,0x3bae182f091ef26f:0x23fdfc7e66bd6583,N_A,N_A,208,4.5,https://www.google.com/maps/place/?q=place_id:ChIJb_IeCS8YrjsRg2W9Zn78_SM,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
8009,ChIJ-UYOkBIjrjsRrF4-karYs7E,Thunder Martial Arts,13.07729434967041,77.55839538574219,0x3bae2312900e46f9:0xb1b3d8aa913e5eac,N_A,N_A,58,5.0,https://www.google.com/maps/place/?q=place_id:ChIJ-UYOkBIjrjsRrF4-karYs7E,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
8066,ChIJEfiNnP8YrjsRwa9cIGG23lg,PIPS Fitness,13.104241371154783,77.60520935058594,0x3bae18ff9c8df811:0x58deb661205cafc1,N_A,N_A,114,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJEfiNnP8YrjsRwa9cIGG23lg,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
8074,ChIJMWlwDAAjrjsR4-YSQ_nz3V0,Chanakya's Taekwondo and Fitness Academy & Cures Foundation (R),13.075549125671388,77.55595397949219,0x3bae23000c706931:0x5dddf3f94312e6e3,N_A,N_A,91,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJMWlwDAAjrjsR4-YSQ_nz3V0,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor
8189,ChIJSfpYgP0XrjsRt8fpIdwgyqU,Cult Gym Thanisandra,13.044161796569824,77.62596130371094,0x3bae17fd8058fa49:0xa5ca20dc21e9c7b7,cult,Cult.fit,0,0.0,https://www.google.com/maps/place/?q=place_id:ChIJSfpYgP0XrjsRt8fpIdwgyqU,gmaps_v2,gym_fitness,leisure,N_A,1687847039,primary_competitor
