store_name,geometry,index_right,h3_lvl_7,neighbour_median,type_median,geom,population_income_distribution,EWS,LIG,MIG,AIG,EIG,EWS_HH,LIG_HH,MIG_HH,AIG_HH,EIG_HH,total_hh,avg_household_income,middle+affluent
1,"POLYGON ((77.75979674534983 13.05479248128713, 77.7597696990228 13.055188440485503, 77.75978236888726 13.055585092201051, 77.75983463318799 13.055978616850554, 77.75992598892495 13.056365224927003, 77.76005555668475 13.05674119348091, 77.76022208909477 13.057102901963098, 77.76042398281929 13.057446867083469, 77.76065929398268 13.057769776350966, 77.76092575687191 13.058068519971407, 77.7612208057389 13.058340220796566, 77.76154159949319 13.058582262036202, 77.76188504904826 13.058792312464917, 77.76224784705833 13.058968348882678, 77.76262649975993 13.059108675610496, 77.76301736061163 13.05921194083461, 77.763416665409 13.059277149639886, 77.76382056853572 13.059303673607607, 77.76422518000285 13.059291256883455, 77.76462660291818 13.05924001865767, 77.76502097102578 13.059150452031922, 77.7654044859528 13.059023419284252, 77.76577345380517 13.058860143575933, 77.76612432075831 13.058662197181143, 77.76645370730043 13.058431486350736, 77.76675844079703 13.058170232957607, 77.76703558606283 13.057880953098582, 77.76728247364615 13.057566432859725, 77.76749672555188 13.05722970147876, 77.76767627815603 13.056874002162484, 77.7678194020893 13.056502760841768, 77.76792471889885 13.05611955316409, 77.76799121432713 13.055728070043346, 77.76801824807956 13.055332082098351, 77.7680055599874 13.05493540332331, 77.76795327250642 13.05454185434128, 77.76786188952744 13.054155225594464, 77.76773229151071 13.053779240826604, 77.76756572699165 13.053417521210042, 77.76736380053988 13.05307355046266, 77.76712845728873 13.052750641291903, 77.76686196418437 13.052451903488103, 77.76656688813603 13.052180213975985, 77.7662460712787 13.051938189111123, 77.76590260358675 13.051728159489612, 77.76553979310292 13.051552147511764, 77.76516113407014 13.051411847917473, 77.76477027327302 13.05130861147775, 77.76437097491399 13.05124343200148, 77.76396708436184 13.051216936780444, 77.7635624911224 13.051229380564088, 77.76316109138733 13.051280643122372, 77.76276675052178 13.051370230418536, 77.76238326585167 13.05149727938012, 77.76201433010836 13.051660566222806, 77.76166349588244 13.051858518244634, 77.76133414142807 13.052089228978348, 77.76102943814661 13.052350476554789, 77.76075232006218 13.052639745100754, 77.76050545558194 13.05295424896481, 77.76029122181308 13.05329095953866, 77.76011168168263 13.053646634414978, 77.7599685640806 13.054017848602193, 77.75986324721643 13.054401027495476, 77.75979674534983 13.05479248128713))",98,8761892abffffff,6196.146992516067,self_median,"POLYGON ((77.77732360404192 13.057690706371972, 77.77331898338953 13.070186223072803, 77.76069672873594 13.072726589138224, 77.75208062380325 13.062772817930073, 77.75608506248084 13.050278790155323, 77.7687057883479 13.047737044661613, 77.77732360404192 13.057690706371972))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.5}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17,0.5,0.18,0.14,0.01,103,305,109,85,6,608,754269.1185970339,200
