id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,rating,place_url,source,category,top_category,type,created_at,date,number_of_reviews,url,reviews_per_day
ChIJr4Akq1gVrjsRcHPlpNJSyQU,Texs Mart Unit 5,12.880269050598145,77.58399200439453,0x3bae1558ab2480af:0x5c952d2a4e57370,premtextiles,Prem Textiles,24673,4.5,https://www.google.com/maps/place/?q=place_id:ChIJr4Akq1gVrjsRcHPlpNJSyQU,gmaps_v2,clothing_store,retail,N_A,1687847039,1683381738.0,37769,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300398164758003887!2y416955505171592048!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,477.4027999456252
ChIJZVC6uYgVrjsRD0iXstrLsbs,Platform65 - Bannerghatta Road - Train Theme Restaurant,12.87925624847412,77.5953369140625,0x3bae1588b9ba5065:0xbbb1cbdab297480f,platform65,Platform 65,11781,4.300000190734863,https://www.google.com/maps/place/?q=place_id:ChIJZVC6uYgVrjsRD0iXstrLsbs,gmaps_v2,restaurant,food,N_A,1699615207,1653463099.0,13060,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300398371161133157!2y13524815296129878031!2m2!2i10!3sCAESB0VnTUktbVU=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,22.054862586124994
ChIJGzjadqcVrjsRChTAxBu2SFk,Taaza Thindi,12.922821044921877,77.59326171875,0x3bae15a776da381b:0x5948b61bc4c0140a,N_A,N_A,33968,4.599999904632568,https://www.google.com/maps/place/?q=place_id:ChIJGzjadqcVrjsRChTAxBu2SFk,gmaps_v2,restaurant,food,N_A,1699615207,1564919315.0,34236,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300398503183136795!2y6433592298080048138!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,21.788602134948555
ChIJl0f2-mkVrjsRJsQNgJcyFE4,The Rameshwaram Cafe @ JP Nagar,12.906506538391112,77.59054565429688,0x3bae1569faf64797:0x4e143297800dc426,N_A,N_A,14614,4.199999809265137,https://www.google.com/maps/place/?q=place_id:ChIJl0f2-mkVrjsRJsQNgJcyFE4,gmaps_v2,restaurant,food,N_A,1699615207,1636743967.0,15919,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300398239111595927!2y5626177460762428454!2m2!2i10!3sCAESB0VnTUlwbnc=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,20.083103180404905
ChIJhYA8bsMUrjsR3Mjk8cuBsbg,DMart Hongasandra,12.895896911621094,77.62127685546875,0x3bae14c36e3c8085:0xb8b181cbf1e4c8dc,dmartindia,Dmart,31315,4.199999809265137,https://www.google.com/maps/place/?q=place_id:ChIJhYA8bsMUrjsR3Mjk8cuBsbg,gmaps_v2,supermarket,retail,N_A,1700469324,1564233051.0,31653,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300397523786039429!2y13308561086793173212!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,19.859732950856635
ChIJRVGwzyAVrjsRlbxyR5AVHfM,The Pump House,12.90649700164795,77.58216094970703,0x3bae1520cfb05145:0xf31d15904772bc95,N_A,N_A,21590,4.5,https://www.google.com/maps/place/?q=place_id:ChIJRVGwzyAVrjsRlbxyR5AVHfM,gmaps_v2,restaurant,food,N_A,1699615207,1564169946.0,22607,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300397924852977989!2y17518181834959273109!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,13.772176200391389
ChIJhbEYrYYVrjsRronHeInPk54,The Big Barbeque - Bengaluru - Bannerghatta Road,12.882232666015623,77.5958023071289,0x3bae1586ad18b185:0x9e93cf8978c789ae,thebigbarbeque,The Big Barbeque,1815,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJhbEYrYYVrjsRronHeInPk54,gmaps_v2,restaurant,food,N_A,1699615207,1687852535.0,3835,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300398362359280005!2y11426704868912892334!2m2!2i10!3sCAESB0VnTUk5aDA=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,13.331664778206857
18592791,Empire Restaurant,12.9020387679,77.5858260691,18592791,zomato_empire_restaurant,Empire Restaurant,51500,4.1,,zomato,restaurant,food,N_A,1688639100,1508697000.0,10320,,12.36397707929384
ChIJq6f21AMVrjsRO1dHggLeXYQ,"AB's - Absolute Barbecues | BTM Layout, Bangalore",12.916390419006348,77.60467529296875,0x3bae1503d4f6a7ab:0x845dde028247573b,absolutebarbecues,Absolute Barbecues,22787,4.300000190734863,https://www.google.com/maps/place/?q=place_id:ChIJq6f21AMVrjsRO1dHggLeXYQ,gmaps_v2,restaurant,food,N_A,1699615207,1521252826.0,23072,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300397800387422123!2y9538023688197592891!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,11.038184111256061
ChIJf9OY78VqrjsRH4v0viYYWfI,Decathlon Bannerghatta Road,12.863746643066406,77.59059143066406,0x3bae6ac5ef98d37f:0xf2591826bef48b1f,decathlon,Decathlon,23215,4.400000095367432,https://www.google.com/maps/place/?q=place_id:ChIJf9OY78VqrjsRH4v0viYYWfI,gmaps_v2,clothing_store,retail,N_A,1706767070,1523609318.0,23228,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300492092546274175!2y17463015584797330207!2m2!2i10!3sCAESCEVnUUlyb1VC!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,10.951084396362322
