id,bathrooms,bedrooms,price,name,lat,lng,type,desc,covered_area,carpet_area,trans_type,source
ff80818166dd2ebb0166de750ea84ef3,2.0,2.0,12000000.0,2 BHK Flat  In Windsor Four Seasons For Sale  In Kalena Agrahara,12.8767243,77.5916756,AP,,1166.0,,BUY,NoBroker
ff80818164cfa9960164d01df71439e9,2.0,2.0,4500000.0,2 BHK Flat  In Aashrayaa Serenity For Sale  In Hulimavu,12.8774662,77.6160601,AP,,1132.0,,BUY,NoBroker
8a9fb5827db99561017dbcc60ea240d2,3.0,3.0,30000000.0,3 BHK Flat  In Total Environment Life Is Beautiful For Sale  In Jayanagar,12.92822150024082,77.59966809418913,AP,,2600.0,2102.0,BUY,NoBroker
ff8081815b7bcb47015b7bfa18170a77,2.0,2.0,8500000.0,2 BHK Flat  In Isiri Stone Creek For Sale  In Isiri Stone Creek Apartment,12.875336,77.616246,AP,"A 2 BHK apartment in ISIRI Stonecreek, in Akshayanagar which is adjacent to NEW DLF Town. Well connected.",1285.0,,BUY,NoBroker
8a9fd48388e3509e0188e3c98be24006,2.0,2.0,11000000.0,"2 BHK Flat  In Aahika, Bilekahalli For Sale  In Bilekahalli",12.9036263,77.606235,AP,Properly prize can be negotiated according.  Broker fees can be paid if they find good buyers.  Immediately  property need to be sold as owner is moving aboard,1395.0,,BUY,NoBroker
8a9ff88288e17cf70188e1c99e28347a,2.0,3.0,9500000.0,3 BHK Flat  In Smr Vinay Meenakshi For Sale  In Gottigere,12.857807074041109,77.59201241072134,AP,,1380.0,,BUY,NoBroker
ff8081815b704ab5015b7b66c9de2702,2.0,3.0,11000000.0,3 BHK Flat  In Isiri Stone Creek For Sale  In Akshaya Nagar,12.875077729581584,77.61601382446747,AP,Full Furnished,1585.0,,BUY,NoBroker
8a9fab838c7fda7a018c80388895181a,3.0,3.0,8500000.0,"3 BHK Flat  In Kalpatharu Lake View Apartment, Jp Nagar For Sale  In Jp Nagar",12.8972982,77.5826575,AP,"Its fully furnished 3 BHK with A/C in the master bed room. Well maintained. 2 covered balcony. Access to all major shopping malls , Schools and Hospitals.",1460.0,,BUY,NoBroker
8a9fae838c76d73a018c7798d26c2a07,8.0,4.0,11500000.0,4+ BHK Flat  For Sale  In Hongasandra,12.895961774150198,77.62122091595076,AP,,2400.0,,BUY,NoBroker
ff808181694923f001694c9f2a7a26d1,5.0,4.0,21000000.0,"4+ BHK Flat  For Sale  In 1st Phase, Jp Nagar",12.911059039561165,77.57877400582834,AP,"The house is unfurnished. It has easy access to market, schools, hospitals, banks and ATM's as well.,.
3 BHK in ground floor
3 BHK first floor
3 BHK Second floor
totally 9 BHK",3600.0,,BUY,NoBroker
8a9ff983899b8ffc01899bb439f319db,7.0,4.0,78000000.0,4+ BHK Flat  In Standalone Building  For Sale  In Jayanagar,12.920380940419845,77.59489981121897,AP,"g round floor = car parking ,1 floor 2bhk 1unit  2 floor 2 bhk 1unit  3&4 floor 3 bhk duplex 1 unit",70000.0,,BUY,NoBroker
8a9fcf828513f3df0185145b99a43d85,6.0,4.0,9700000.0,4+ BHK Flat  For Sale  In J. P. Nagar,12.89297380379722,77.58194649080589,AP,,2200.0,,BUY,NoBroker
