id,bathrooms,bedrooms,price,name,lat,lng,type,desc,covered_area,carpet_area,trans_type,source
8a9fd48388e3509e0188e6a289cc4bcc,2.0,3.0,8500000.0,3 BHK Flat  In Sai Sumukha Sterling For Sale  In  Dasarahalli,13.056357789735062,77.61125230727245,AP,,1773.0,,BUY,NoBroker
8a9fed82853d57e601853dcebaab5a44,2.0,2.0,8900000.0,2 BHK Flat  In Skyline Beverly Park For Sale  In Jakkuru,13.0665457,77.5979589,AP,,1340.0,0.0,BUY,NoBroker
8a9fad87781a50c201781ae311ff3ce1,2.0,3.0,12000000.0,3 BHK Flat  In Renaissance Prospero For Sale  In Byatarayanapura,13.064128720981724,77.59437885767213,AP,,1200.0,,BUY,NoBroker
8a9fb68288e0d83d0188e175370a3735,2.0,2.0,5500000.0,2 BHK Flat  In Balaji Enclave For Sale  In Dasarahalli,13.056617225733428,77.60298631593855,AP,,1060.0,,BUY,NoBroker
8a9fac838c7fda30018c80888e5f441d,2.0,2.0,13500000.0,2 BHK Flat  In Prestige Misty Water For Sale  In Prestige Misty Waters,13.04641891334238,77.60210787928082,AP,,1141.0,1140.0,BUY,NoBroker
8a9f90838b42ffe1018b430efb7604f1,3.0,3.0,15000000.0,3 BHK Flat  In Puravankara Purva Zenium For Sale  In Yelahanka,13.1154662,77.6069977,AP,,1597.0,0.0,BUY,NoBroker
8a9fac838c4a20d8018c4a6ed9681fb9,2.0,2.0,5200000.0,2 BHK Flat  In Silverline Orchid 1 For Sale  In Nanjappa Layout,13.067366,77.555945,AP,,1035.0,950.0,BUY,NoBroker
8a9f8c848c518563018c51f26fa8246a,2.0,2.0,8800000.0,2 BHK Flat  In Brigade Briefly  For Sale  In Kogilu Main Rd,13.104701910485293,77.61019835883367,AP,,972.0,,BUY,NoBroker
8a9f92898c47f599018c486e4a465cc7,2.0,2.0,6500000.0,2 BHK Flat  In Lemeantry For Sale  In Nagavara,13.04849921496272,77.61061147376071,AP,,1250.0,,BUY,NoBroker
8a9f0b8288f6bb3f0188f7476c946311,2.0,3.0,8000000.0,3 BHK Flat  In Kirti&#39;s Avenue For Sale  In Vidyaranyapura,13.080335204379873,77.56163135869822,AP,,1050.0,,BUY,NoBroker
8a9faf868bff1a2a018bffd6599c444a,2.0,2.0,6000000.0,2 BHK Flat  In Kalabanthi Home For Sale  In Vidyaranyapura,13.079941981070446,77.56220556564264,AP,,1000.0,,BUY,NoBroker
8a9f9682804aef4601804b683c364817,2.0,2.0,12200000.0,2 BHK Flat  In Avani Nilya For Sale  In Kodigehalli,13.068764862871342,77.5806937411056,AP,,1200.0,,BUY,NoBroker
ff8081816c04cff4016c08e6efe27ec7,2.0,2.0,3700000.0,2 BHK Flat  In Bhavani Resdiency For Sale  In Yelahanka,13.104424659572894,77.58446924781572,AP,,900.0,720.0,BUY,NoBroker
8a9f088286f8ae990186f904c19c42d8,2.0,2.0,6000000.0,2 BHK Flat  For Sale  In Vidyaranyapura,13.07358575633569,77.56687613895416,AP,there is no maintenance,1100.0,,BUY,NoBroker
8a9f87838b8a6a82018b8a8400450b90,1.0,1.0,2500000.0,1 BHK Flat  In Standalone Building  For Sale  In Yelahanka,13.103322104847525,77.60068128433541,AP,,600.0,,BUY,NoBroker
8a9ff78386a6488f0186a6c6150a6196,2.0,2.0,6500000.0,2 BHK Flat  In Maruthi Excel Home For Sale  In Kodigehalli,13.063076993222383,77.57385450124073,AP,,1050.0,,BUY,NoBroker
8a9fb6838b47004a018b47db741e73f7,3.0,3.0,8600000.0,"3 BHK Flat  In Stand For Sale  In Vidyaranyapura, ",13.067125106602113,77.56000768802069,AP,,1450.0,,BUY,NoBroker
8a9fb1848b4aebfa018b4b3589bf0eb1,2.0,3.0,7000000.0,3 BHK Flat  In Standlone Building For Sale  In Hebbal,13.0478606115109,77.5917723455354,AP,,1350.0,,BUY,NoBroker
8a9f96848b45c5f3018b4640319323a9,12.0,4.0,15000000.0,4+ BHK Flat  For Sale  In Thanisandra,13.056837,77.627644,AP,,4800.0,,BUY,NoBroker
8a9f06828750e13a01875120fbc327a8,2.0,2.0,8600000.0,2 BHK Flat  In Ewest Skyway Apartment For Sale  In Thanisandra,13.069079572175845,77.61975085163729,AP,,1275.0,478.0,BUY,NoBroker
8a9fc3848aca263c018aca95d08a1e23,11.0,4.0,30000000.0,4+ BHK Flat  For Sale  In Yelahanka,13.1154662,77.6069977,AP,,5670.0,,BUY,NoBroker
8a9fc8828193e169018194744c5c6365,2.0,2.0,6500000.0,2 BHK Flat  In Builders Floors  For Sale  In Vidyaranyapura,13.069368287410082,77.55971706345512,AP,,1245.0,,BUY,NoBroker
8a9fa4858ad5bd3c018ad5d4952b13b2,3.0,4.0,17000000.0,4 BHK Flat  In A For Sale  In Ganganagar,13.026101,77.589291,AP,,2120.0,,BUY,NoBroker
8a9ff3838a83f0ab018a840756040bbc,2.0,3.0,14000000.0,3 BHK Flat  In Friends Enclave For Sale  In Jakkur,13.0699258,77.6157618,AP,it's a duplex 2&3rd floor,1850.0,1750.0,BUY,NoBroker
8a9fbc848a5fedeb018a60444fb3492a,2.0,2.0,8325600.0,2 BHK Flat  In Sai Sadan For Sale  In Hebbal Kempapura,13.0529125,77.60148590000001,AP,,1168.0,0.0,BUY,NoBroker
