id,name,number_of_votes,ratings,lat,lng,reviews_per_day,distance,type
ChIJjZVmwsIWrjsRkAzeMscdX_Y,Orion Avenue,31577,4.2,13.0009569,77.6325712,16.82239152754878,0.0,Competitor
