id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,place_url,source,category,top_category,type,created_at,date,number_of_reviews,url,reviews_per_day
ChIJQSMAQREVrjsRziPDefyBIrM,Café Coffee Day,12.906102180480955,77.59187316894531,0x3bae151141002341:0xb32281fc79c323ce,cafecoffeeday,Cafe Coffee Day,1967,https://www.google.com/maps/place/?q=place_id:ChIJQSMAQREVrjsRziPDefyBIrM,gmaps_v2,coffee_shop,food,N_A,1687847039,1412690150.0,2077,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300397858034557761!2y12908022403371836366!2m2!2i10!3sCAESB0VnTUlsaEE=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.6176432675105583
ChIJP27JpRAVrjsR5F8VQeAVfF8,Domino's Pizza,12.905950546264648,77.59603881835938,0x3bae1510a5c96e3f:0x5f7c15e041155fe4,dominos,Domino's Pizza,2213,https://www.google.com/maps/place/?q=place_id:ChIJP27JpRAVrjsR5F8VQeAVfF8,gmaps_v2,restaurant,food,N_A,1699615207,1381045933.0,2235,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300397855430503999!2y6880398383624052708!2m2!2i10!3sCAESB0VnTUl0aEU=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.6001934762861029
ChIJx2agucQVrjsRuBnYSCay9jQ,Habibi Falafel,12.906057357788086,77.59529113769531,0x3bae15c4b9a066c7:0x34f6b22648d819b8,habibifalafel,Habibi Falafel,365,https://www.google.com/maps/place/?q=place_id:ChIJx2agucQVrjsRuBnYSCay9jQ,gmaps_v2,restaurant,food,N_A,1687847039,1633108641.0,366,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300398628857472711!2y3816433611743697336!2m2!2i10!3sCAESB0VnTUk2QUk=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.5761220852681878
ChIJybed5hMVrjsRlHjPuejR3vY,Pallavi Restaurant ( Authentic taste from Gulbarga)PURE VEG,12.905824661254885,77.59004974365234,0x3bae1513e69db7c9:0xf6ded1e8b9cf7894,N_A,N_A,1558,https://www.google.com/maps/place/?q=place_id:ChIJybed5hMVrjsRlHjPuejR3vY,gmaps_v2,restaurant,food,N_A,1699615207,1462292421.0,1587,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300397869403060169!2y17788886375640037524!2m2!2i10!3sCAESB0VnTUlyQXc=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.5672072297347799
ChIJ7aX-IBEVrjsRzMcdpex71W4,Coastal Mama,12.906103134155272,77.59317016601562,0x3bae151120fea5ed:0x6ed57beca51dc7cc,N_A,N_A,1565,https://www.google.com/maps/place/?q=place_id:ChIJ7aX-IBEVrjsRzMcdpex71W4,gmaps_v2,restaurant,food,N_A,1699615207,1447777302.0,1599,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300397857497589229!2y7986425770524133324!2m2!2i10!3sCAESB0VnTUl0Z3c=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.5369167917752492
ChIJtUUgvhMVrjsRPhKB4cbHk74,Take A Break,12.906079292297363,77.58892059326172,0x3bae1513be2045b5:0xbe93c7c6e181123e,N_A,N_A,1638,https://www.google.com/maps/place/?q=place_id:ChIJtUUgvhMVrjsRPhKB4cbHk74,gmaps_v2,restaurant,food,N_A,1687847039,1421635647.0,1680,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300397868723750325!2y13732539345783558718!2m2!2i10!3sCAESB0VnTUloZzA=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.531619623550896
18594943,"Frozen Bottle - Milkshakes, Desserts And Ice Cream",12.9064604884,77.5897655636,18594943,"zomato_frozen_bottle_-_milkshakes,_desserts_and_ice_cream","Frozen Bottle - Milkshakes, Desserts And Ice Cream",2100,,zomato,restaurant,food,N_A,1688639100,1511289000.0,366,,0.5115305827287382
18553377,Sambram Biriyani Paradise,12.9062774771,77.5961472094,18553377,N_A,N_A,2128,,zomato,restaurant,food,N_A,1688639100,1505500200.0,118,,0.5019665401506725
ChIJf5Ys9wcVrjsR4WYUkW12a0o,Jayanagara Donne Biryani,12.906516075134276,77.5904312133789,0x3bae1507f72c967f:0x4a6b766d911466e1,N_A,N_A,1261,https://www.google.com/maps/place/?q=place_id:ChIJf5Ys9wcVrjsR4WYUkW12a0o,gmaps_v2,restaurant,food,N_A,1699615207,1474192770.0,1273,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300397818141251199!2y5362509994272253665!2m2!2i10!3sCAESB0VnTUk5Z2s=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.48331657420596513
20345201,Crispy Studio,12.9060647263,77.5932276249,20345201,N_A,N_A,197,,zomato,restaurant,food,N_A,1688639100,1659033000.0,1383,,0.2874542746258372
