id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,rating,place_url,source,category,top_category,type,created_at
ChIJF7RTQUoXrjsRD9bVTjH6hy8,"Dr Ghazala's Dental, Implant & Laser Clinic",13.00580883026123,77.60102844238281,0x3bae174a4153b417:0x2f87fa314ed5d60f,N_A,N_A,112,5.0,https://www.google.com/maps/place/?q=place_id:ChIJF7RTQUoXrjsRD9bVTjH6hy8,gmaps_v2,hospital,medical,N_A,1687847039
ChIJA_6XZtUWrjsRbydQt9ZUq9E,Srinivasa Eye Hospital,13.014663696289062,77.65165710449219,0x3bae16d56697fe03:0xd1ab54d6b750276f,N_A,N_A,23,3.700000047683716,https://www.google.com/maps/place/?q=place_id:ChIJA_6XZtUWrjsRbydQt9ZUq9E,gmaps_v2,hospital,medical,N_A,1687847039
ChIJq6qqqsMWrjsR9TV_a3KJHpY,Sanghamitra Gopal Dr,13.000151634216309,77.6335678100586,0x3bae16c3aaaaaaab:0x961e89726b7f35f5,N_A,N_A,1,5.0,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqsMWrjsR9TV_a3KJHpY,gmaps_v2,clinic,medical,N_A,1687847039
ChIJhXVkfaEXrjsR4rD2V4lfDJo,"Dr Maria Archana, Geriatrician & General practitioner, Video Consultation for the Elderly in Bangalore",13.009587287902832,77.64768981933594,0x3bae17a17d647585:0x9a0c5f8957f6b0e2,N_A,N_A,1,5.0,https://www.google.com/maps/place/?q=place_id:ChIJhXVkfaEXrjsR4rD2V4lfDJo,gmaps_v2,clinic,medical,N_A,1687847039
ChIJkcyrFloWrjsRw4BhPNgHU2Q,LeJeune Medspa,13.00026035308838,77.6010971069336,0x3bae165a16abcc91:0x645307d83c6180c3,N_A,N_A,103,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJkcyrFloWrjsRw4BhPNgHU2Q,gmaps_v2,clinic,medical,N_A,1695212099
ChIJrxqEBn4XrjsRgZnU9ZuIUnM,Puttur House (Bonesetter),12.984512329101562,77.60769653320312,0x3bae177e06841aaf:0x7352889bf5d49981,N_A,N_A,5,5.0,https://www.google.com/maps/place/?q=place_id:ChIJrxqEBn4XrjsRgZnU9ZuIUnM,gmaps_v2,clinic,medical,N_A,1687847039
ChIJgWmiIB4XrjsRPmCuyPqMgKU,Dr. Nagesh T.S,13.025650024414062,77.63096618652344,0x3bae171e20a26981:0xa5808cfac8ae603e,N_A,N_A,11,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJgWmiIB4XrjsRPmCuyPqMgKU,gmaps_v2,clinic,medical,N_A,1687847039
ChIJ_WMAqEIXrjsR2J_BGKB1F0o,RR HOMOEO MART,13.027530670166016,77.64107513427734,0x3bae1742a80063fd:0x4a1775a018c19fd8,N_A,N_A,21,5.0,https://www.google.com/maps/place/?q=place_id:ChIJ_WMAqEIXrjsR2J_BGKB1F0o,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJpx1d6XUXrjsRKBTrnnTF1FA,Thulasi Pharmacies India Pvt Ltd,13.014188766479492,77.62666320800781,0x3bae1775e95d1da7:0x50d4c5749eeb1428,thulasipharmacy,Thulasi Pharmacy,69,4.599999904632568,https://www.google.com/maps/place/?q=place_id:ChIJpx1d6XUXrjsRKBTrnnTF1FA,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJR2w_rzERrjsRffWo6yMEIAo,Asha Biometrics,13.01813793182373,77.66205596923828,0x3bae1131af3f6c47:0xa200423eba8f57d,ashahealth,ashahealth,1,2.0,https://www.google.com/maps/place/?q=place_id:ChIJR2w_rzERrjsRffWo6yMEIAo,gmaps_v2,clinic,medical,N_A,1695212099
ChIJI7lrNAwXrjsRk7ZjyuZpZQw,Pristyn Care,13.017640113830566,77.64299011230469,0x3bae170c346bb923:0xc6569e6ca63b693,pristyncare,Pristyn Care,234,4.400000095367432,https://www.google.com/maps/place/?q=place_id:ChIJI7lrNAwXrjsRk7ZjyuZpZQw,gmaps_v2,clinic,medical,N_A,1695212099
ChIJf-vsRhgXrjsRXwTZD8GnNLU,Dr Nurse multispecialty clinic,13.003915786743164,77.6124496459961,0x3bae171846eceb7f:0xb534a7c10fd9045f,N_A,N_A,23,5.0,https://www.google.com/maps/place/?q=place_id:ChIJf-vsRhgXrjsRXwTZD8GnNLU,gmaps_v2,clinic,medical,N_A,1695212099
ChIJZ3lEz2EWrjsRJmGkD0y3q_w,S.A OPTICALS,12.98696517944336,77.60633087158203,0x3bae1661cf447967:0xfcabb74c0fa46126,N_A,N_A,6,5.0,https://www.google.com/maps/place/?q=place_id:ChIJZ3lEz2EWrjsRJmGkD0y3q_w,gmaps_v2,clinic,medical,N_A,1695212099
ChIJZc_yBu0XrjsRmIdRzjMWGmI,Medicive pharma,13.001070976257324,77.61287689208984,0x3bae17ed06f2cf65:0x621a1633ce518798,N_A,N_A,11,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJZc_yBu0XrjsRmIdRzjMWGmI,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJ2we2Z-EWrjsR-HhlKhz1wyI,Infant Jesus High School,13.009735107421877,77.62562561035156,0x3bae16e167b607db:0x22c3f51c2a6578f8,N_A,N_A,51,4.0,https://www.google.com/maps/place/?q=place_id:ChIJ2we2Z-EWrjsR-HhlKhz1wyI,gmaps_v2,school,education,N_A,1687847039
ChIJMe4n4fMXrjsRTOsIZUUGTi0,Blessed Angels,12.975050926208496,77.61956787109375,0x3bae17f3e127ee31:0x2d4e06456508eb4c,N_A,N_A,1,5.0,https://www.google.com/maps/place/?q=place_id:ChIJMe4n4fMXrjsRTOsIZUUGTi0,gmaps_v2,hospital,medical,N_A,1687847039
ChIJgcd78bYXrjsRuRg5EMW9RoE,USHA DENTAL CLINIC AND IMPLANT CENTER,13.02777862548828,77.6324462890625,0x3bae17b6f17bc781:0x8146bdc5103918b9,N_A,N_A,1,5.0,https://www.google.com/maps/place/?q=place_id:ChIJgcd78bYXrjsRuRg5EMW9RoE,gmaps_v2,clinic,medical,N_A,1695212099
ChIJeQ4NS3YXrjsRRFiHaa5x610,Urban Primary Health Center,13.02099609375,77.62898254394531,0x3bae17764b0d0e79:0x5deb71ae69875844,N_A,N_A,6,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJeQ4NS3YXrjsRRFiHaa5x610,gmaps_v2,clinic,medical,N_A,1695212099
ChIJzaJxJNUQrjsRgJv7zaFUBoA,ZAMINDAR Microsurgical Eye Centre - 2,13.017712593078612,77.65470123291016,0x3bae10d52471a2cd:0x800654a1cdfb9b80,drzamindarseyecentre,drzamindarseyecentre,1417,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJzaJxJNUQrjsRgJv7zaFUBoA,gmaps_v2,clinic,medical,N_A,1695212099
ChIJIU3_RdYXrjsR9tBORkWtDeg,MOUHAD HEALTHCARE CENTRE,13.011797904968262,77.62528228759766,0x3bae17d645ff4d21:0xe80dad45464ed0f6,N_A,N_A,5,5.0,https://www.google.com/maps/place/?q=place_id:ChIJIU3_RdYXrjsR9tBORkWtDeg,gmaps_v2,clinic,medical,N_A,1695212099
ChIJ-TeLFNoWrjsRzZEhgLJoFUE,Bong Homoeo Care,13.014508247375488,77.65623474121094,0x3bae16da148b37f9:0x411568b2802191cd,N_A,N_A,329,4.699999809265137,https://www.google.com/maps/place/?q=place_id:ChIJ-TeLFNoWrjsRzZEhgLJoFUE,gmaps_v2,clinic,medical,N_A,1695212099
ChIJc7BSs7wXrjsRhvBgTmf6etk,Pavan specialist clinic,13.001436233520508,77.629150390625,0x3bae17bcb352b073:0xd97afa674e60f086,dranjan,dranjan,4,5.0,https://www.google.com/maps/place/?q=place_id:ChIJc7BSs7wXrjsRhvBgTmf6etk,gmaps_v2,clinic,medical,N_A,1695212099
ChIJayW7LgEXrjsRh59kb5jdU8M,CARE ON CALL PHARMA,12.977028846740724,77.61760711669922,0x3bae17012ebb256b:0xc353dd986f649f87,N_A,N_A,6,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJayW7LgEXrjsRh59kb5jdU8M,gmaps_v2,pharmacy,medical,N_A,1687847039
ChIJpakoTr4XrjsR9Lc7Y7CATLA,Shifani Traders,13.009204864501951,77.63409423828125,0x3bae17be4e28a9a5:0xb04c80b0633bb7f4,N_A,N_A,3,5.0,https://www.google.com/maps/place/?q=place_id:ChIJpakoTr4XrjsR9Lc7Y7CATLA,gmaps_v2,hospital,medical,N_A,1687847039
ChIJu35SoVEWrjsRtauV-lu565I,Apollo Pharmacy Munimarappa Garden,13.005230903625488,77.598876953125,0x3bae1651a1527ebb:0x92ebb95bfa95abb5,apollopharmacy,Apollo Pharmacy,18,3.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJu35SoVEWrjsRtauV-lu565I,gmaps_v2,pharmacy,medical,N_A,1687847039
