id,name,lat,lng,cid,number_of_votes,place_url,source,category,created_at,date,number_of_reviews
ChIJRQukjH89rjsRBjwCH7uYfCA,Promod,13.001070022583008,77.55032348632812,0x3bae3d7f8ca40b45:0x207c98bb1f023c06,0,https://www.google.com/maps/place/?q=place_id:ChIJRQukjH89rjsRBjwCH7uYfCA,gmaps_v2,clothing_store,1687847039,,
ChIJ80k4c789rjsRUWWEOYoezdQ,Jockey Exclusive Store,13.030287742614746,77.56024169921875,0x3bae3dbf733849f3:0xd4cd1e8a39846551,149,https://www.google.com/maps/place/?q=place_id:ChIJ80k4c789rjsRUWWEOYoezdQ,gmaps_v2,clothing_store,1687847039,1641380741.0,165.0
ChIJTdfWTy4WrjsRrjXIevplCPE,Asma,12.99789810180664,77.57130432128906,0x3bae162e4fd6d74d:0xf10865fa7ac835ae,354,https://www.google.com/maps/place/?q=place_id:ChIJTdfWTy4WrjsRrjXIevplCPE,gmaps_v2,clothing_store,1687847039,1565936997.0,417.0
ChIJ70E8-L09rjsRg66Yq85vmBc,Planet Fashion,12.993471145629885,77.53887939453125,0x3bae3dbdf83c41ef:0x17986fceab98ae83,35,https://www.google.com/maps/place/?q=place_id:ChIJ70E8-L09rjsRg66Yq85vmBc,gmaps_v2,clothing_store,1687847039,1387885592.0,36.0
ChIJLxc9TWA9rjsRezQ9TpyewuY,Graype Inc.,13.030595779418944,77.55992126464844,0x3bae3d604d3d172f:0xe6c29e9c4e3d347b,13,https://www.google.com/maps/place/?q=place_id:ChIJLxc9TWA9rjsRezQ9TpyewuY,gmaps_v2,clothing_store,1687847039,1446217891.0,13.0
ChIJ7e_itG09rjsROgUnh1ckcsw,Banana Club,12.989832878112791,77.55598449707031,0x3bae3d6db4e2efed:0xcc7224578727053a,19,https://www.google.com/maps/place/?q=place_id:ChIJ7e_itG09rjsROgUnh1ckcsw,gmaps_v2,clothing_store,1687847039,1695361036.0,74.0
ChIJneh08GYXrjsRKWJr6G95ExM,Enamor Women's Lingerie Shop,12.981513023376465,77.5634765625,0x3bae1766f074e89d:0x1313796fe86b6229,1,https://www.google.com/maps/place/?q=place_id:ChIJneh08GYXrjsRKWJr6G95ExM,gmaps_v2,clothing_store,1687847039,1670171183.0,2.0
ChIJs7Q0T2w9rjsRYiVwlmBQtW8,Born Babies Store Bangalore Rajaji Nagar,12.997681617736816,77.54864501953125,0x3bae3d6c4f34b4b3:0x6fb5506096702562,10,https://www.google.com/maps/place/?q=place_id:ChIJs7Q0T2w9rjsRYiVwlmBQtW8,gmaps_v2,clothing_store,1687847039,,
ChIJf80B86Q9rjsRrtyGQbfi9ZQ,Damro Furniture Rajajinagar,12.998787879943848,77.55029296875,0x3bae3da4f301cd7f:0x94f5e2b74186dcae,639,https://www.google.com/maps/place/?q=place_id:ChIJf80B86Q9rjsRrtyGQbfi9ZQ,gmaps_v2,home_decor,1695212099,1495367166.0,653.0
ChIJCUy6J5AXrjsRI8wWfSwJQNs,Royalé Touché,12.993951797485352,77.57772827148438,0x3bae179027ba4c09:0xdb40092c7d16cc23,1006,https://www.google.com/maps/place/?q=place_id:ChIJCUy6J5AXrjsRI8wWfSwJQNs,gmaps_v2,home_decor,1687847039,1664950774.0,1186.0
ChIJp-J1uUQXrjsRmFEd5UO-Uxs,Sleepwell Shoppe - Exclusive Premium Luxury Mattress Showroom and Shop in Bengaluru,13.00200080871582,77.57207489013672,0x3bae1744b975e2a7:0x1b53be43e51d5198,0,https://www.google.com/maps/place/?q=place_id:ChIJp-J1uUQXrjsRmFEd5UO-Uxs,gmaps_v2,home_decor,1695212099,,
ChIJH-gafWQ9rjsRwRTx06ADyNM,Stellar Furniture And Lifestyle,13.007855415344238,77.56380462646484,0x3bae3d647d1ae81f:0xd3c803a0d3f114c1,6,https://www.google.com/maps/place/?q=place_id:ChIJH-gafWQ9rjsRwRTx06ADyNM,gmaps_v2,home_decor,1695212099,1463042412.0,6.0
ChIJ4VYpLakXrjsRfPNBkc3KePM,Prestige Xclusive - Sheshadripuram,12.994634628295898,77.57809448242188,0x3bae17a92d2956e1:0xf378cacd9141f37c,190,https://www.google.com/maps/place/?q=place_id:ChIJ4VYpLakXrjsRfPNBkc3KePM,gmaps_v2,home_decor,1695212099,1447690672.0,191.0
ChIJe_h2T-89rjsRjP4Qbyrq89M,Godrej Interio,12.97689723968506,77.54540252685547,0x3bae3def4f76f87b:0xd3f3ea2a6f10fe8c,122,https://www.google.com/maps/place/?q=place_id:ChIJe_h2T-89rjsRjP4Qbyrq89M,gmaps_v2,home_decor,1695212099,1419250807.0,122.0
