h3_lvl_7,neighbour_median,type_median,geom,population_income_distribution,EWS,LIG,MIG,AIG,EIG,EWS_HH,LIG_HH,MIG_HH,AIG_HH,EIG_HH,total_hh,avg_household_income
876189350ffffff,5906.993466198651,self_median,"POLYGON ((77.79028622236187 12.832921782911573, 77.78628446649134 12.845427741943153, 77.7736696918979 12.847985579930539, 77.76505819993591 12.83803883375029, 77.76905977480877 12.82553437201773, 77.78167302292279 12.822975159167239, 77.79028622236187 12.832921782911573))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,371,1114,393,284,21,2183,719069.8930625055
876016928ffffff,8133.828158240609,self_median,"POLYGON ((77.67758423010984 13.147842759384654, 77.67357885021022 13.160325932337052, 77.66096612420321 13.162853315362883, 77.65236030866578 13.152898913318893, 77.65636550100561 13.140417230275805, 77.66897669672358 13.137888459366648, 77.67758423010984 13.147842759384654))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.14000000000000012}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.43}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.24}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.18}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.14000000000000012,0.43,0.24,0.18,0.01,363,1115,622,467,25,2592,990146.8449902936
8760145b1ffffff,16353.187042842215,self_median,"POLYGON ((77.56521045543735 12.983568996280898, 77.56120770651967 12.996049566113212, 77.54861667462532 12.998582198083902, 77.54002992123141 12.988635653400276, 77.54403247664307 12.97615658526616, 77.55662197923365 12.973622560119452, 77.56521045543735 12.983568996280898))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.039999999999999925}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.13}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.46}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.35}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.02}}",0.039999999999999925,0.13,0.46,0.35,0.02,1438,4673,16537,12583,719,35950,1990705.512951087
876014592ffffff,6569.636964009397,self_median,"POLYGON ((77.56237469607153 13.065860754755192, 77.55837089053104 13.07833759922963, 77.54577687351784 13.080863886449766, 77.53718819246127 13.070914723884567, 77.54119180423723 13.058439377922882, 77.55378429111349 13.055911696014904, 77.56237469607153 13.065860754755192))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.49,0.19,0.15,0.01,1522,4663,1808,1427,95,9515,799734.7849124662
876189219ffffff,7590.713796121659,self_median,"POLYGON ((77.74225551215812 12.982936997605165, 77.73825200441256 12.995432687991618, 77.72563744812238 12.997976417081778, 77.71702792812148 12.988025836494472, 77.72103125205474 12.975531639661956, 77.73364428008253 12.97298652986285, 77.74225551215812 12.982936997605165))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.45}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.22}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.17}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.45,0.22,0.17,0.01,1836,5508,2693,2081,122,12240,924032.4691196684
8761892e2ffffff,6489.851671049226,self_median,"POLYGON ((77.70902084362781 13.013011637611934, 77.70501708312975 13.025503239333922, 77.69240570127695 13.028042654980545, 77.68379960896571 13.018091852442076, 77.68780318379181 13.005601744609312, 77.70041303688208 13.003060945425897, 77.70902084362781 13.013011637611934))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,2499,7203,2793,2058,147,14700,790022.3648115937
876189203ffffff,6261.41307417057,self_median,"POLYGON ((77.77549600843577 12.952845578709313, 77.77149275628796 12.965345346819658, 77.75887503313108 12.967893383404485, 77.75026209016245 12.957943029753357, 77.75426516035898 12.945444754854865, 77.76688135575705 12.942895340395554, 77.77549600843577 12.952845578709313))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.5}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.5,0.19,0.14,0.01,783,2447,929,685,48,4892,762214.0866462562
8761892daffffff,5337.16121606264,self_median,"POLYGON ((77.65176578489363 13.117981385491833, 77.64776090417011 13.13046364175221, 77.63515283376879 13.132991634345865, 77.626551174516 13.123038759911639, 77.63055586630092 13.110557995956475, 77.64316240655768 13.108028614130145, 77.65176578489363 13.117981385491833))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17999999999999994}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.53}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.16}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.12}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17999999999999994,0.53,0.16,0.12,0.01,1422,4189,1264,948,79,7902,649703.0963132695
8761892adffffff,7088.392159438381,neighbour_median,"POLYGON ((77.78933658828126 13.020198945329168, 77.78533240651892 13.032697066218027, 77.77271009892391 13.035240968963304, 77.76409350171288 13.025288128799874, 77.76809750220508 13.012791497782636, 77.78071828146048 13.010246217056402, 77.78933658828126 13.020198945329168))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000002}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.47}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.21}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000002,0.47,0.21,0.16,0.01,117,369,165,125,7,783,862883.8716750067
876014586ffffff,8565.140525988045,self_median,"POLYGON ((77.54861667462532 12.998582198083902, 77.54461380667267 13.011060715803342, 77.53202437947819 13.013591186982596, 77.52343935005995 13.003644535024733, 77.52744202358171 12.991167519159818, 77.54002992123141 12.988635653400276, 77.54861667462532 12.998582198083902))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.14000000000000012}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.41}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.25}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.19}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.14000000000000012,0.41,0.25,0.19,0.01,4821,14121,8610,6543,344,34439,1042651.3449406335
87601459affffff,4342.158354977605,self_median,"POLYGON ((77.50342383073443 13.066016555482515, 77.49942029674561 13.078488338880598, 77.48683416443019 13.081010920116888, 77.47825309684302 13.071063116775148, 77.48225643384933 13.058592834575848, 77.49484103570376 13.05606885452141, 77.50342383073443 13.066016555482515))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.19000000000000006}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.57}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.13}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.1}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.19000000000000006,0.57,0.13,0.1,0.01,966,2900,661,508,50,5085,528579.4477073507
8761892e8ffffff,8295.506461306917,self_median,"POLYGON ((77.64538602141836 12.99078180816211, 77.64138282139817 13.003268924380466, 77.62878080330495 13.005806021967807, 77.62018351443085 12.995857390999008, 77.6241865253194 12.983371772502586, 77.63678701449376 12.980833287254027, 77.64538602141836 12.99078180816211))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000013}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.42}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.24}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.18}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000013,0.42,0.24,0.18,0.01,2422,6784,3876,2907,161,16150,1009828.2617315978
87601690dffffff,7118.836367488975,self_median,"POLYGON ((77.64434948897528 13.177859635566696, 77.64034386168721 13.190338672222945, 77.6277343270257 13.192861715831741, 77.61913195071588 13.182907113471861, 77.62313738858528 13.170429567039088, 77.63574539246375 13.16790513274205, 77.64434948897528 13.177859635566696))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15000000000000002}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.47}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.21}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15000000000000002,0.47,0.21,0.16,0.01,1652,5178,2313,1763,110,11016,866589.9047953383
876014c9affffff,6192.815730692135,self_median,"POLYGON ((77.58746488635495 12.803908883056904, 77.58346436893507 12.81639877889759, 77.57087770270937 12.818946217496661, 77.5622930815799 12.809005148935082, 77.5662934069338 12.796516760958147, 77.57887854576195 12.793967933682401, 77.58746488635495 12.803908883056904))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.5}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.5,0.18,0.14,0.01,618,1819,655,509,36,3637,753863.5975655303
87601458dffffff,5793.397438002524,self_median,"POLYGON ((77.46395454618538 12.968923329581143, 77.45995246282776 12.981395832286083, 77.4473755939715 12.98392324622748, 77.43880233845601 12.97397955749424, 77.44280422280568 12.961508561702743, 77.4553795619564 12.958979747734269, 77.46395454618538 12.968923329581143))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16999999999999993}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.52}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.17}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16999999999999993,0.52,0.17,0.13,0.01,189,579,189,144,11,1112,705241.6258882268
876016975ffffff,6843.691206977583,self_median,"POLYGON ((77.61394623161486 13.125565975507293, 77.60994141785629 13.13804467490123, 77.59733807419505 13.140569722806188, 77.58874107501141 13.130617463326843, 77.59274569775081 13.11814025766955, 77.60534751097303 13.115613817755117, 77.61394623161486 13.125565975507293))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,24,74,31,23,1,153,833095.9450884698
87601451affffff,5964.342917326794,self_median,"POLYGON ((77.47138578506784 12.909082370630212, 77.46738444347578 12.921558009231983, 77.4548090202216 12.924090381401314, 77.44623646790916 12.914148513511096, 77.45023761097514 12.901674383889526, 77.4628115051572 12.899140613181643, 77.47138578506784 12.909082370630212))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,285,855,302,218,16,1676,726051.1541602
87618920affffff,6795.656200051546,self_median,"POLYGON ((77.73764747750297 12.960490292628819, 77.73364428008253 12.97298652986285, 77.72103125205474 12.975531639661956, 77.71242294979669 12.965581892899149, 77.71642596317875 12.953087150331612, 77.72903746313843 12.950540659860673, 77.73764747750297 12.960490292628819))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,2314,6944,2893,2170,144,14465,827248.5495409359
8760145aaffffff,6722.72113534037,self_median,"POLYGON ((77.5016947438606 12.96133168284288, 77.49769257889992 12.973807743777263, 77.48511095620522 12.976338081031953, 77.47653302817929 12.966393754621555, 77.48053499619736 12.953919199185478, 77.49311508946207 12.951387464664364, 77.5016947438606 12.96133168284288))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,1211,3635,1514,1135,75,7570,818370.0211520899
876016970ffffff,6430.036720534401,neighbour_median,"POLYGON ((77.61854135685135 13.1479976511621, 77.61453623103422 13.160475775908594, 77.60193135673734 13.162999431776283, 77.59333313917338 13.153046354934643, 77.59733807419505 13.140569722806188, 77.60994141785629 13.13804467490123, 77.61854135685135 13.1479976511621))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,1082,3119,1209,891,63,6364,782740.9736408814
8761892d2ffffff,5906.993466198651,neighbour_median,"POLYGON ((77.71082484355355 13.117808956798655, 77.70681971388872 13.130296255209872, 77.69420380409413 13.132827971803614, 77.6855945540373 13.122873775056961, 77.68959949800265 13.11038796623408, 77.7022138780056 13.10785486456867, 77.71082484355355 13.117808956798655))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.51}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.18}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.13}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.51,0.18,0.13,0.01,57,172,61,44,3,337,719069.8930625055
8761892c0ffffff,6545.454545454545,self_median,"POLYGON ((77.67579202367094 13.043069464979771, 77.67178801326469 13.055556967125687, 77.65917981340942 13.058092063409072, 77.65057715350022 13.048141043904701, 77.65458097637621 13.035655035976498, 77.66718764697227 13.033118553335198, 77.67579202367094 13.043069464979771))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,476,1374,532,392,28,2802,796791.0117013168
87618924effffff,6736.045180752848,self_median,"POLYGON ((77.60581846752576 12.893637762330513, 77.60181670332167 12.906125548887026, 77.58922392554183 12.908667432294719, 77.5806344404284 12.898722918015576, 77.58463601345704 12.886236634896896, 77.59722726305384 12.883693362621853, 77.60581846752576 12.893637762330513))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,3772,11318,4716,3537,235,23578,819991.9833168924
8760145b6ffffff,9590.359672974406,self_median,"POLYGON ((77.60758462195614 12.998393718516281, 77.6035814894712 13.010877287933495, 77.59098419557743 13.013411456247438, 77.58239156366041 13.003463445585849, 77.58639450493625 12.990981375325303, 77.5989902696178 12.98844581657102, 77.60758462195614 12.998393718516281))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.12}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.38}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.28}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.21}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.12,0.38,0.28,0.21,0.01,2118,6707,4942,3706,176,17649,1167453.281256898
876016961ffffff,6918.94852216097,self_median,"POLYGON ((77.56696251308337 13.088287488726005, 77.56295839502542 13.100763768119958, 77.55036284767795 13.103288660619597, 77.54177294900201 13.093338668446787, 77.54577687351784 13.080863886449766, 77.55837089053104 13.07833759922963, 77.56696251308337 13.088287488726005))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.48}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.2}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.48,0.2,0.15,0.01,1420,4262,1776,1332,88,8878,842257.1655791899
87601451dffffff,6578.99120836807,self_median,"POLYGON ((77.46224018439375 12.864246837502527, 77.45823946924884 12.876723544608142, 77.44566710394038 12.879258713808248, 77.4370969827292 12.869318574351261, 77.44109749890838 12.856843378440352, 77.45366833554179 12.854306810795908, 77.46224018439375 12.864246837502527))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.16000000000000003}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.15}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.16000000000000003,0.49,0.19,0.15,0.01,613,1878,728,574,38,3831,800873.4954136988
8761892d1ffffff,6389.350442861485,neighbour_median,"POLYGON ((77.68499609937417 13.087948208363882, 77.6809914665884 13.100434585299865, 77.6683802076284 13.102966908771554, 77.65977511138509 13.093014241728296, 77.66377955709054 13.08052935677789, 77.67638928640048 13.077995646884888, 77.68499609937417 13.087948208363882))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.17000000000000004}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.49}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.19}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.14}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.17000000000000004,0.49,0.19,0.14,0.01,47,136,52,38,2,275,777788.1533097286
876016976ffffff,7305.4689511290735,self_median,"POLYGON ((77.6397507079239 13.155425516652139, 77.63574539246375 13.16790513274205, 77.62313738858528 13.170429567039088, 77.61453623103422 13.160475775908594, 77.61854135685135 13.1479976511621, 77.63114783014304 13.145471826202261, 77.6397507079239 13.155425516652139))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.15999999999999992}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.46}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.21}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.16}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.15999999999999992,0.46,0.21,0.16,0.01,3879,11154,5092,3879,242,24246,889309.0550243004
8761892f4ffffff,7700.271244274358,self_median,"POLYGON ((77.75147430443855 13.027831253690323, 77.74747017606435 13.04032583934669, 77.73485256266679 13.042866806913846, 77.72624060657571 13.03291456960263, 77.7302445515902 13.02042147527224, 77.74286063633699 13.017879126926598, 77.75147430443855 13.027831253690323))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.45}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.22}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.17}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.45,0.22,0.17,0.01,436,1310,640,495,29,2910,937369.1120291551
8761892e4ffffff,7799.438006426585,self_median,"POLYGON ((77.72103125205474 12.975531639661956, 77.71702792812148 12.988025836494472, 77.70441648661719 12.990568791728343, 77.6958098976455 12.980618932217366, 77.69981303661072 12.96812623022036, 77.71242294979669 12.965581892899149, 77.72103125205474 12.975531639661956))","{'EWS': {'min': 0, 'max': 180000, 'household_ratio': 0.1499999999999999}, 'LIG': {'min': 180000, 'max': 600000, 'household_ratio': 0.44}, 'MIG': {'min': 600000, 'max': 2000000, 'household_ratio': 0.23}, 'AIG': {'min': 2000000, 'max': 4800000, 'household_ratio': 0.17}, 'EIG': {'min': 4800000, 'max': 1000000000, 'household_ratio': 0.01}}",0.1499999999999999,0.44,0.23,0.17,0.01,2679,7858,4108,3036,178,17859,949440.8763648021
