id,name,Unnamed: 2,active,top_category,category,sub_categories,type,brand_name,brand_id,source,number_of_votes,address,image_url,place_url,verified,lat,lng
ChIJDbpY9pw9rjsRE3TuZUgc_1I,Government Higher Primary School,,True,education,school,['Government School'],N_A,N_A,N_A,gmaps_v2,2,"Government Higher Primary School, 2nd Cross,Mahalakshmipura, W.O.C. Road, Bovipalya, Karnataka 560086",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dkphkpaUxLlyq1emHqK_VA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=284.33575&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJDbpY9pw9rjsRE3TuZUgc_1I,True,13.00637149810791,77.54779052734375
ChIJx9GJuPs9rjsRRhXnv-6YaUY,IME School,,True,education,school,['School'],N_A,N_A,N_A,gmaps_v2,2,"XHF3+4VX IME School, Binnipete, Bengaluru, Karnataka 560023",,https://www.google.com/maps/place/?q=place_id:ChIJx9GJuPs9rjsRRhXnv-6YaUY,True,12.972861289978027,77.55471801757812
ChIJQb4nRoo9rjsRfomLAd6lOX4,Little Birds,,True,education,school,['Preschool'],pre_school,N_A,N_A,gmaps_v2,2,"Little Birds, 582/1, 7th 'B' Cross, 5th Main Rd, near Ayappa Temple, Prakash Nagar, Rajajinagar, Bengaluru, Karnataka 560021",https://lh3.googleusercontent.com/gps-proxy/AE4_-5FDU3kgoqaUrWHdi7_CK_YiemdaaP__P-rwdzWVVbGrWW6DeuAbDLAOSPSbh4puvgLsq2uu4PIJmiU6LSFGq6UEWCyd7AHsZJyOFhRuovo13blItOgnrM45mGb7bKTixdUaFORo-aZyVNUkya1hCi8nT_QhzgCWuHsS4zhwyuQWfft6GTwC82BmT8EF6zA_3z-E2LQ=w123-h92-k-no,https://www.google.com/maps/place/?q=place_id:ChIJQb4nRoo9rjsRfomLAd6lOX4,True,12.992107391357422,77.55980682373047
ChIJb5ZKEdg8rjsRmz_wzEPV9X0,MG School,,True,education,school,['School'],N_A,N_A,N_A,gmaps_v2,2,"MG School, #557,, Behind Agarwal Hotel,, 2nd Cross, Chokkasandra,, T. Dasarahalli, Chokkasandra, Peenya, Bengaluru, Karnataka 560057",https://lh5.googleusercontent.com/p/AF1QipNgVAOiBBSGCsljb0Ixj3RP4s5i3j6LULZlAc9i=w80-h142-k-no,https://www.google.com/maps/place/?q=place_id:ChIJb5ZKEdg8rjsRmz_wzEPV9X0,True,13.041491508483888,77.51500701904297
ChIJrXeAaKM9rjsRTKONU7K7-4U,High School,,True,education,school,['School'],high_school,N_A,N_A,gmaps_v2,2,"High School, 113, 2nd Cross Rd, KHBS Layout, Basaveshwar Nagar, Bengaluru, Karnataka 560079",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k1rzIxPuAn-0Ea2rA0nLpA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=120.096695&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJrXeAaKM9rjsRTKONU7K7-4U,True,12.999634742736816,77.5342025756836
ChIJL3FAbu89rjsRHqbzM8CrflA,Maharaja Engineering,,True,education,college,['nan'],N_A,N_A,N_A,gmaps_v2,2,"XGGW+VP7 Maharaja Engineering, Agrahara Dasarahalli, Rajajinagar, Bengaluru, Karnataka 560010",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z-33kMxLsOeGC0wT-4fTww&cb_client=search.gws-prod.gps&w=80&h=92&yaw=136.1261&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJL3FAbu89rjsRHqbzM8CrflA,True,12.977152824401855,77.54680633544922
ChIJq6qq6qE9rjsRs93e-_SZvww,S.V.S. Public School Maruthinagar,,True,education,school,['Public educational institution' 'School'],N_A,N_A,N_A,gmaps_v2,2,"2G4Q+528 S.V.S. Public School Maruthinagar, JC Nagar, Maruthi Nagar, Bengaluru, Karnataka 560068",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KdYzOXBp_CdcpHelr1vkcQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=325.65787&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJq6qq6qE9rjsRs93e-_SZvww,True,13.005410194396973,77.53758239746094
ChIJxwKSoKE9rjsR0jr90cUIgMA,ESIC MEDICAL COLLEGE NEW ACADEMIC BLOCK,,True,education,college,['School'],N_A,N_A,N_A,gmaps_v2,2,"ESIC MEDICAL COLLEGE NEW ACADEMIC BLOCK, B3, Basaveshwar Nagar, Bengaluru, Karnataka 560010",https://lh5.googleusercontent.com/p/AF1QipO34T5tgmidHRWc30TR3nJRmZBquPOz1ugpnVy5=w80-h106-k-no,https://www.google.com/maps/place/?q=place_id:ChIJxwKSoKE9rjsR0jr90cUIgMA,True,12.992027282714844,77.55290222167969
ChIJCxlBzaM9rjsRLF2Yd3XQXmI,Canara Vidhya School,,True,education,school,['School'],N_A,N_A,N_A,gmaps_v2,2,"Canara Vidhya School, 60 Feet Road, Kurubarahalli, J.C.Nagar, Bengaluru, Karnataka 560086",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xRCvGNXKv9NE0CYVTvW06A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=252.15056&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJCxlBzaM9rjsRLF2Yd3XQXmI,True,13.003143310546877,77.53607177734375
ChIJP70GBwk9rjsReRCgdZkwxtk,Gayathri Institute of Nursing Sciences,,True,education,college,['Nursing school'],N_A,N_A,N_A,gmaps_v2,2,"2G6J+W9V Gayathri Institute of Nursing Sciences, Bethel street,Preethi Nagar,Near Laggere Ring Road Bridge, Bengaluru, Karnataka 560058",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jCPDkWDR7HP8g49zhvjjvA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=341.10645&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJP70GBwk9rjsReRCgdZkwxtk,True,13.012373924255373,77.53092193603516
ChIJwcsawsA9rjsR91cVFSGqruo,Sri Shird Sai Play Home,,True,education,school,['Play School'],N_A,N_A,N_A,gmaps_v2,2,"Sri Shird Sai Play Home, Near-Ganesh Temple, No 25, 1st Main Rd, Tumkur, KHB Colony, Basaveshwar Nagar, Bengaluru, Karnataka 560079",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9SKdH188ufz8WE5bpkGwOg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=317.17773&pitch=0&thumbfov=100,https://www.google.com/maps/place/?q=place_id:ChIJwcsawsA9rjsR91cVFSGqruo,True,12.985145568847656,77.53461456298828
