store_name,geometry,index_right,id,name,lat,lng,top_category,type,sub_categories,category,brand_name,brand_id,address,source,number_of_votes,rating,town_name,pincode,created_at,verified,last_verification_date,active,image_url,services,oldest_review_timestamp,top_reviews,top_review_keywords,price_level,additional_data
1,"POLYGON ((77.55064773796063 13.010557348159388, 77.55062048378201 13.01095256882238, 77.5506328657994 13.011348506006348, 77.5506847650284 13.01174134701184, 77.55077568198409 13.012127308918089, 77.55090474147863 13.012502675000924, 77.55107070103462 13.012863830515565, 77.5512719628341 13.013207297499356, 77.55150658908862 13.013529768260184, 77.5517723206831 13.0138281372284, 77.55206659891435 13.014099530864803, 77.55238659011606 13.014341335338008, 77.55272921293349 13.014551221702861, 77.55309116798556 13.014727168338966, 77.55346896962965 13.014867480431064, 77.5538589795232 13.014970806304975, 77.55425744165935 13.015036150459899, 77.55466051853922 13.015062883171515, 77.55506432813272 13.015050746573092, 77.55546498127137 13.014999857154676, 77.55585861911337 13.01491070465632, 77.55624145031891 13.014784147365518, 77.55660978757814 13.014621403862282, 77.55696008313859 13.014424041293346, 77.55728896298986 13.014193960285338, 77.55759325937535 13.013933376644237, 77.55787004131722 13.013644800015784, 77.55811664286018 13.013331009713113, 77.55833068876129 13.01299502794418, 77.55851011737762 13.012640090697076, 77.55865320053121 13.01226961656439, 77.55875856015932 13.011887173806551, 77.55882518158955 13.011496445972464, 77.55885242331182 13.011101196409093, 77.5588400231528 13.010705232001868, 77.55878810079406 13.01031236649647, 77.55869715660936 13.009926383755255, 77.55856806683293 13.009551001302924, 77.55840207510593 13.009189834513453, 77.55820078048262 13.00884636178271, 77.55796612201281 13.008523891023692, 77.55770036004967 13.00822552780599, 77.5574060544634 13.007954145447728, 77.55708603997154 13.007712357347014, 77.55674339882387 13.00750249181969, 77.55638143110585 13.007326569685473, 77.55600362294692 13.007186284818005, 77.55561361293994 13.007082987845179, 77.55521515709619 13.007017673157197, 77.55481209267265 13.006990969345981, 77.55440830122082 13.007003133167638, 77.55400767121188 13.007054047085914, 77.55361406059892 13.007143220419257, 77.55323125967524 13.007269794079559, 77.55286295458701 13.007432548857624, 77.5525126918504 13.007629917173533, 77.55218384421438 13.007859998179754, 77.55187957819759 13.00812057607034, 77.55160282361076 13.008409141420609, 77.55135624535792 13.00872291535079, 77.55114221778709 13.009058876282188, 77.55096280183668 13.009413789027409, 77.55081972519795 13.009784235935484, 77.55071436568325 13.01016664979227, 77.55064773796063 13.010557348159388))",157,32921a7b-3f7e-40fd-bdcb-b0af425a111f,"Narayana Nethralaya,Rajaji Nagar",13.01133285,77.55200855,company,Industry Top,"[Hospitals, Healthcare]",Private Sector,N_A,N_A," - 121/C Chord Road 1st �R' Block, Rajaji Nagar  ",fundoo,0,0.0,Bangalore / Bengaluru Karnataka,,1701844461,0,,1,N_A,[],,[],[],,"{website=www.narayananethralaya.org, scrape_url=https://www.fundoodata.com/companies-detail/narayana-nethralayarajaji-nagar-bangalore-bengaluru/73778.html}"
1,"POLYGON ((77.55064773796063 13.010557348159388, 77.55062048378201 13.01095256882238, 77.5506328657994 13.011348506006348, 77.5506847650284 13.01174134701184, 77.55077568198409 13.012127308918089, 77.55090474147863 13.012502675000924, 77.55107070103462 13.012863830515565, 77.5512719628341 13.013207297499356, 77.55150658908862 13.013529768260184, 77.5517723206831 13.0138281372284, 77.55206659891435 13.014099530864803, 77.55238659011606 13.014341335338008, 77.55272921293349 13.014551221702861, 77.55309116798556 13.014727168338966, 77.55346896962965 13.014867480431064, 77.5538589795232 13.014970806304975, 77.55425744165935 13.015036150459899, 77.55466051853922 13.015062883171515, 77.55506432813272 13.015050746573092, 77.55546498127137 13.014999857154676, 77.55585861911337 13.01491070465632, 77.55624145031891 13.014784147365518, 77.55660978757814 13.014621403862282, 77.55696008313859 13.014424041293346, 77.55728896298986 13.014193960285338, 77.55759325937535 13.013933376644237, 77.55787004131722 13.013644800015784, 77.55811664286018 13.013331009713113, 77.55833068876129 13.01299502794418, 77.55851011737762 13.012640090697076, 77.55865320053121 13.01226961656439, 77.55875856015932 13.011887173806551, 77.55882518158955 13.011496445972464, 77.55885242331182 13.011101196409093, 77.5588400231528 13.010705232001868, 77.55878810079406 13.01031236649647, 77.55869715660936 13.009926383755255, 77.55856806683293 13.009551001302924, 77.55840207510593 13.009189834513453, 77.55820078048262 13.00884636178271, 77.55796612201281 13.008523891023692, 77.55770036004967 13.00822552780599, 77.5574060544634 13.007954145447728, 77.55708603997154 13.007712357347014, 77.55674339882387 13.00750249181969, 77.55638143110585 13.007326569685473, 77.55600362294692 13.007186284818005, 77.55561361293994 13.007082987845179, 77.55521515709619 13.007017673157197, 77.55481209267265 13.006990969345981, 77.55440830122082 13.007003133167638, 77.55400767121188 13.007054047085914, 77.55361406059892 13.007143220419257, 77.55323125967524 13.007269794079559, 77.55286295458701 13.007432548857624, 77.5525126918504 13.007629917173533, 77.55218384421438 13.007859998179754, 77.55187957819759 13.00812057607034, 77.55160282361076 13.008409141420609, 77.55135624535792 13.00872291535079, 77.55114221778709 13.009058876282188, 77.55096280183668 13.009413789027409, 77.55081972519795 13.009784235935484, 77.55071436568325 13.01016664979227, 77.55064773796063 13.010557348159388))",142,6ff6119f-2ef5-49f8-8251-c857d192d17f,"Ravindu Toyota, Rajajinagar",13.0124379,77.5518575,company,Industry Top,"[Automobile, Auto Ancillaries, Electric Vehicle &  Dealers]",Private Sector,N_A,N_A," - No 25, Chord Road, Rajajinagar Industrial Suburb    OPP. ISKON Temple,",fundoo,0,0.0,Bangalore / Bengaluru Karnataka,,1701844461,0,,1,N_A,[],,[],[],,"{website=www.ravindutoyota.net, scrape_url=https://www.fundoodata.com/companies-detail/ravindu-toyota-rajajinagar-bangalore-bengaluru/70686.html}"
1,"POLYGON ((77.55064773796063 13.010557348159388, 77.55062048378201 13.01095256882238, 77.5506328657994 13.011348506006348, 77.5506847650284 13.01174134701184, 77.55077568198409 13.012127308918089, 77.55090474147863 13.012502675000924, 77.55107070103462 13.012863830515565, 77.5512719628341 13.013207297499356, 77.55150658908862 13.013529768260184, 77.5517723206831 13.0138281372284, 77.55206659891435 13.014099530864803, 77.55238659011606 13.014341335338008, 77.55272921293349 13.014551221702861, 77.55309116798556 13.014727168338966, 77.55346896962965 13.014867480431064, 77.5538589795232 13.014970806304975, 77.55425744165935 13.015036150459899, 77.55466051853922 13.015062883171515, 77.55506432813272 13.015050746573092, 77.55546498127137 13.014999857154676, 77.55585861911337 13.01491070465632, 77.55624145031891 13.014784147365518, 77.55660978757814 13.014621403862282, 77.55696008313859 13.014424041293346, 77.55728896298986 13.014193960285338, 77.55759325937535 13.013933376644237, 77.55787004131722 13.013644800015784, 77.55811664286018 13.013331009713113, 77.55833068876129 13.01299502794418, 77.55851011737762 13.012640090697076, 77.55865320053121 13.01226961656439, 77.55875856015932 13.011887173806551, 77.55882518158955 13.011496445972464, 77.55885242331182 13.011101196409093, 77.5588400231528 13.010705232001868, 77.55878810079406 13.01031236649647, 77.55869715660936 13.009926383755255, 77.55856806683293 13.009551001302924, 77.55840207510593 13.009189834513453, 77.55820078048262 13.00884636178271, 77.55796612201281 13.008523891023692, 77.55770036004967 13.00822552780599, 77.5574060544634 13.007954145447728, 77.55708603997154 13.007712357347014, 77.55674339882387 13.00750249181969, 77.55638143110585 13.007326569685473, 77.55600362294692 13.007186284818005, 77.55561361293994 13.007082987845179, 77.55521515709619 13.007017673157197, 77.55481209267265 13.006990969345981, 77.55440830122082 13.007003133167638, 77.55400767121188 13.007054047085914, 77.55361406059892 13.007143220419257, 77.55323125967524 13.007269794079559, 77.55286295458701 13.007432548857624, 77.5525126918504 13.007629917173533, 77.55218384421438 13.007859998179754, 77.55187957819759 13.00812057607034, 77.55160282361076 13.008409141420609, 77.55135624535792 13.00872291535079, 77.55114221778709 13.009058876282188, 77.55096280183668 13.009413789027409, 77.55081972519795 13.009784235935484, 77.55071436568325 13.01016664979227, 77.55064773796063 13.010557348159388))",397,c6702a10-8a43-4072-bb61-1cf70bd5248b,Vet needs Group,13.0074293,77.5557459,company,SMEs,"[Food, FMCG]",Private Sector,N_A,N_A," - 1150, 5th Main, 'A' Block,    2nd Stage, Rajaji Nagar,",fundoo,0,0.0,Bangalore / Bengaluru Karnataka,,1701844461,0,,1,N_A,[],,[],[],,"{website=vetneedsgroup.com, scrape_url=https://www.fundoodata.com/companies-detail/vet-needs-group-bangalore-bengaluru/125067.html}"
1,"POLYGON ((77.55064773796063 13.010557348159388, 77.55062048378201 13.01095256882238, 77.5506328657994 13.011348506006348, 77.5506847650284 13.01174134701184, 77.55077568198409 13.012127308918089, 77.55090474147863 13.012502675000924, 77.55107070103462 13.012863830515565, 77.5512719628341 13.013207297499356, 77.55150658908862 13.013529768260184, 77.5517723206831 13.0138281372284, 77.55206659891435 13.014099530864803, 77.55238659011606 13.014341335338008, 77.55272921293349 13.014551221702861, 77.55309116798556 13.014727168338966, 77.55346896962965 13.014867480431064, 77.5538589795232 13.014970806304975, 77.55425744165935 13.015036150459899, 77.55466051853922 13.015062883171515, 77.55506432813272 13.015050746573092, 77.55546498127137 13.014999857154676, 77.55585861911337 13.01491070465632, 77.55624145031891 13.014784147365518, 77.55660978757814 13.014621403862282, 77.55696008313859 13.014424041293346, 77.55728896298986 13.014193960285338, 77.55759325937535 13.013933376644237, 77.55787004131722 13.013644800015784, 77.55811664286018 13.013331009713113, 77.55833068876129 13.01299502794418, 77.55851011737762 13.012640090697076, 77.55865320053121 13.01226961656439, 77.55875856015932 13.011887173806551, 77.55882518158955 13.011496445972464, 77.55885242331182 13.011101196409093, 77.5588400231528 13.010705232001868, 77.55878810079406 13.01031236649647, 77.55869715660936 13.009926383755255, 77.55856806683293 13.009551001302924, 77.55840207510593 13.009189834513453, 77.55820078048262 13.00884636178271, 77.55796612201281 13.008523891023692, 77.55770036004967 13.00822552780599, 77.5574060544634 13.007954145447728, 77.55708603997154 13.007712357347014, 77.55674339882387 13.00750249181969, 77.55638143110585 13.007326569685473, 77.55600362294692 13.007186284818005, 77.55561361293994 13.007082987845179, 77.55521515709619 13.007017673157197, 77.55481209267265 13.006990969345981, 77.55440830122082 13.007003133167638, 77.55400767121188 13.007054047085914, 77.55361406059892 13.007143220419257, 77.55323125967524 13.007269794079559, 77.55286295458701 13.007432548857624, 77.5525126918504 13.007629917173533, 77.55218384421438 13.007859998179754, 77.55187957819759 13.00812057607034, 77.55160282361076 13.008409141420609, 77.55135624535792 13.00872291535079, 77.55114221778709 13.009058876282188, 77.55096280183668 13.009413789027409, 77.55081972519795 13.009784235935484, 77.55071436568325 13.01016664979227, 77.55064773796063 13.010557348159388))",728,95cfc8af-9ee3-4d50-ace4-23d311ec2c10,Crossdomain Solutions Pvt Ltd,13.0076,77.5546,company,SMEs,[Consulting],Private Sector,N_A,N_A," - 2nd & 3rd Floor of Tejas Arcade, 527/B, 528/A, 529/A-9/, 1st Main Road    Dr Rajkumar Rd",fundoo,0,0.0,Bangalore / Bengaluru Karnataka,,1701844461,0,,1,N_A,[],,[],[],,"{website=www.peopleworks.in, scrape_url=https://www.fundoodata.com/companies-detail/crossdomain-solutions-pvt-ltd-bangalore-bengaluru/142965.html}"
1,"POLYGON ((77.55064773796063 13.010557348159388, 77.55062048378201 13.01095256882238, 77.5506328657994 13.011348506006348, 77.5506847650284 13.01174134701184, 77.55077568198409 13.012127308918089, 77.55090474147863 13.012502675000924, 77.55107070103462 13.012863830515565, 77.5512719628341 13.013207297499356, 77.55150658908862 13.013529768260184, 77.5517723206831 13.0138281372284, 77.55206659891435 13.014099530864803, 77.55238659011606 13.014341335338008, 77.55272921293349 13.014551221702861, 77.55309116798556 13.014727168338966, 77.55346896962965 13.014867480431064, 77.5538589795232 13.014970806304975, 77.55425744165935 13.015036150459899, 77.55466051853922 13.015062883171515, 77.55506432813272 13.015050746573092, 77.55546498127137 13.014999857154676, 77.55585861911337 13.01491070465632, 77.55624145031891 13.014784147365518, 77.55660978757814 13.014621403862282, 77.55696008313859 13.014424041293346, 77.55728896298986 13.014193960285338, 77.55759325937535 13.013933376644237, 77.55787004131722 13.013644800015784, 77.55811664286018 13.013331009713113, 77.55833068876129 13.01299502794418, 77.55851011737762 13.012640090697076, 77.55865320053121 13.01226961656439, 77.55875856015932 13.011887173806551, 77.55882518158955 13.011496445972464, 77.55885242331182 13.011101196409093, 77.5588400231528 13.010705232001868, 77.55878810079406 13.01031236649647, 77.55869715660936 13.009926383755255, 77.55856806683293 13.009551001302924, 77.55840207510593 13.009189834513453, 77.55820078048262 13.00884636178271, 77.55796612201281 13.008523891023692, 77.55770036004967 13.00822552780599, 77.5574060544634 13.007954145447728, 77.55708603997154 13.007712357347014, 77.55674339882387 13.00750249181969, 77.55638143110585 13.007326569685473, 77.55600362294692 13.007186284818005, 77.55561361293994 13.007082987845179, 77.55521515709619 13.007017673157197, 77.55481209267265 13.006990969345981, 77.55440830122082 13.007003133167638, 77.55400767121188 13.007054047085914, 77.55361406059892 13.007143220419257, 77.55323125967524 13.007269794079559, 77.55286295458701 13.007432548857624, 77.5525126918504 13.007629917173533, 77.55218384421438 13.007859998179754, 77.55187957819759 13.00812057607034, 77.55160282361076 13.008409141420609, 77.55135624535792 13.00872291535079, 77.55114221778709 13.009058876282188, 77.55096280183668 13.009413789027409, 77.55081972519795 13.009784235935484, 77.55071436568325 13.01016664979227, 77.55064773796063 13.010557348159388))",39,e723d64a-543e-44b2-ba9d-a32c5ff4d6af,Kanoe Softwares Ltd,13.00963895,77.5545399,company,SMEs,"[Information Technology (IT), Data Analytics, AI, Robotics, IOT]",Private Sector,N_A,N_A," - Kanoe Softwares Limited, A Block, 3rd Floor , Tejas Arcade, No. 527/B 1st Main Road Ward, No, 9, Dr Rajkumar Rd, Milk Colony,    2nd Stage, Rajajinagar",fundoo,0,0.0,Bangalore / Bengaluru Karnataka,,1701844461,0,,1,N_A,[],,[],[],,"{website=www.kanoe.com, scrape_url=https://www.fundoodata.com/companies-detail/kanoe-softwares-ltd-bangalore-bengaluru/44896.html}"
1,"POLYGON ((77.55064773796063 13.010557348159388, 77.55062048378201 13.01095256882238, 77.5506328657994 13.011348506006348, 77.5506847650284 13.01174134701184, 77.55077568198409 13.012127308918089, 77.55090474147863 13.012502675000924, 77.55107070103462 13.012863830515565, 77.5512719628341 13.013207297499356, 77.55150658908862 13.013529768260184, 77.5517723206831 13.0138281372284, 77.55206659891435 13.014099530864803, 77.55238659011606 13.014341335338008, 77.55272921293349 13.014551221702861, 77.55309116798556 13.014727168338966, 77.55346896962965 13.014867480431064, 77.5538589795232 13.014970806304975, 77.55425744165935 13.015036150459899, 77.55466051853922 13.015062883171515, 77.55506432813272 13.015050746573092, 77.55546498127137 13.014999857154676, 77.55585861911337 13.01491070465632, 77.55624145031891 13.014784147365518, 77.55660978757814 13.014621403862282, 77.55696008313859 13.014424041293346, 77.55728896298986 13.014193960285338, 77.55759325937535 13.013933376644237, 77.55787004131722 13.013644800015784, 77.55811664286018 13.013331009713113, 77.55833068876129 13.01299502794418, 77.55851011737762 13.012640090697076, 77.55865320053121 13.01226961656439, 77.55875856015932 13.011887173806551, 77.55882518158955 13.011496445972464, 77.55885242331182 13.011101196409093, 77.5588400231528 13.010705232001868, 77.55878810079406 13.01031236649647, 77.55869715660936 13.009926383755255, 77.55856806683293 13.009551001302924, 77.55840207510593 13.009189834513453, 77.55820078048262 13.00884636178271, 77.55796612201281 13.008523891023692, 77.55770036004967 13.00822552780599, 77.5574060544634 13.007954145447728, 77.55708603997154 13.007712357347014, 77.55674339882387 13.00750249181969, 77.55638143110585 13.007326569685473, 77.55600362294692 13.007186284818005, 77.55561361293994 13.007082987845179, 77.55521515709619 13.007017673157197, 77.55481209267265 13.006990969345981, 77.55440830122082 13.007003133167638, 77.55400767121188 13.007054047085914, 77.55361406059892 13.007143220419257, 77.55323125967524 13.007269794079559, 77.55286295458701 13.007432548857624, 77.5525126918504 13.007629917173533, 77.55218384421438 13.007859998179754, 77.55187957819759 13.00812057607034, 77.55160282361076 13.008409141420609, 77.55135624535792 13.00872291535079, 77.55114221778709 13.009058876282188, 77.55096280183668 13.009413789027409, 77.55081972519795 13.009784235935484, 77.55071436568325 13.01016664979227, 77.55064773796063 13.010557348159388))",645,4fd0181f-2146-47e4-abc2-90bcc11a53dc,Orion Mall (Brigade Gateway) (Brigade),13.0097168,77.5541241,company,Industry Top,"[Entertainment, Online Games]",Private Sector,N_A,N_A,- 26/1 Dr Rajkumar Rd    Malleshwaram,fundoo,0,0.0,Bangalore / Bengaluru Karnataka,,1701844461,0,,1,N_A,[],,[],[],,"{website=orionmalls.com, scrape_url=https://www.fundoodata.com/companies-detail/orion-mall-brigade-gateway-bangalore-bengaluru/189665.html}"
1,"POLYGON ((77.55064773796063 13.010557348159388, 77.55062048378201 13.01095256882238, 77.5506328657994 13.011348506006348, 77.5506847650284 13.01174134701184, 77.55077568198409 13.012127308918089, 77.55090474147863 13.012502675000924, 77.55107070103462 13.012863830515565, 77.5512719628341 13.013207297499356, 77.55150658908862 13.013529768260184, 77.5517723206831 13.0138281372284, 77.55206659891435 13.014099530864803, 77.55238659011606 13.014341335338008, 77.55272921293349 13.014551221702861, 77.55309116798556 13.014727168338966, 77.55346896962965 13.014867480431064, 77.5538589795232 13.014970806304975, 77.55425744165935 13.015036150459899, 77.55466051853922 13.015062883171515, 77.55506432813272 13.015050746573092, 77.55546498127137 13.014999857154676, 77.55585861911337 13.01491070465632, 77.55624145031891 13.014784147365518, 77.55660978757814 13.014621403862282, 77.55696008313859 13.014424041293346, 77.55728896298986 13.014193960285338, 77.55759325937535 13.013933376644237, 77.55787004131722 13.013644800015784, 77.55811664286018 13.013331009713113, 77.55833068876129 13.01299502794418, 77.55851011737762 13.012640090697076, 77.55865320053121 13.01226961656439, 77.55875856015932 13.011887173806551, 77.55882518158955 13.011496445972464, 77.55885242331182 13.011101196409093, 77.5588400231528 13.010705232001868, 77.55878810079406 13.01031236649647, 77.55869715660936 13.009926383755255, 77.55856806683293 13.009551001302924, 77.55840207510593 13.009189834513453, 77.55820078048262 13.00884636178271, 77.55796612201281 13.008523891023692, 77.55770036004967 13.00822552780599, 77.5574060544634 13.007954145447728, 77.55708603997154 13.007712357347014, 77.55674339882387 13.00750249181969, 77.55638143110585 13.007326569685473, 77.55600362294692 13.007186284818005, 77.55561361293994 13.007082987845179, 77.55521515709619 13.007017673157197, 77.55481209267265 13.006990969345981, 77.55440830122082 13.007003133167638, 77.55400767121188 13.007054047085914, 77.55361406059892 13.007143220419257, 77.55323125967524 13.007269794079559, 77.55286295458701 13.007432548857624, 77.5525126918504 13.007629917173533, 77.55218384421438 13.007859998179754, 77.55187957819759 13.00812057607034, 77.55160282361076 13.008409141420609, 77.55135624535792 13.00872291535079, 77.55114221778709 13.009058876282188, 77.55096280183668 13.009413789027409, 77.55081972519795 13.009784235935484, 77.55071436568325 13.01016664979227, 77.55064773796063 13.010557348159388))",73,6b153cbc-4a86-47aa-a6a7-25557ac04426,Arjas Steel Pvt Ltd,13.0097168,77.5541241,company,Industry Top,[Iron & Steel],Private Sector,N_A,N_A," - 304/305, World Trade Center #26/1, Dr.Rajkumar Road,    Malleshwaram (West),",fundoo,0,0.0,Bangalore / Bengaluru Karnataka,,1701844461,0,,1,N_A,[],,[],[],,"{website=www.arjas.com, scrape_url=https://www.fundoodata.com/companies-detail/arjas-steel-pvt-ltd-bangalore-bengaluru/56609.html}"
1,"POLYGON ((77.55064773796063 13.010557348159388, 77.55062048378201 13.01095256882238, 77.5506328657994 13.011348506006348, 77.5506847650284 13.01174134701184, 77.55077568198409 13.012127308918089, 77.55090474147863 13.012502675000924, 77.55107070103462 13.012863830515565, 77.5512719628341 13.013207297499356, 77.55150658908862 13.013529768260184, 77.5517723206831 13.0138281372284, 77.55206659891435 13.014099530864803, 77.55238659011606 13.014341335338008, 77.55272921293349 13.014551221702861, 77.55309116798556 13.014727168338966, 77.55346896962965 13.014867480431064, 77.5538589795232 13.014970806304975, 77.55425744165935 13.015036150459899, 77.55466051853922 13.015062883171515, 77.55506432813272 13.015050746573092, 77.55546498127137 13.014999857154676, 77.55585861911337 13.01491070465632, 77.55624145031891 13.014784147365518, 77.55660978757814 13.014621403862282, 77.55696008313859 13.014424041293346, 77.55728896298986 13.014193960285338, 77.55759325937535 13.013933376644237, 77.55787004131722 13.013644800015784, 77.55811664286018 13.013331009713113, 77.55833068876129 13.01299502794418, 77.55851011737762 13.012640090697076, 77.55865320053121 13.01226961656439, 77.55875856015932 13.011887173806551, 77.55882518158955 13.011496445972464, 77.55885242331182 13.011101196409093, 77.5588400231528 13.010705232001868, 77.55878810079406 13.01031236649647, 77.55869715660936 13.009926383755255, 77.55856806683293 13.009551001302924, 77.55840207510593 13.009189834513453, 77.55820078048262 13.00884636178271, 77.55796612201281 13.008523891023692, 77.55770036004967 13.00822552780599, 77.5574060544634 13.007954145447728, 77.55708603997154 13.007712357347014, 77.55674339882387 13.00750249181969, 77.55638143110585 13.007326569685473, 77.55600362294692 13.007186284818005, 77.55561361293994 13.007082987845179, 77.55521515709619 13.007017673157197, 77.55481209267265 13.006990969345981, 77.55440830122082 13.007003133167638, 77.55400767121188 13.007054047085914, 77.55361406059892 13.007143220419257, 77.55323125967524 13.007269794079559, 77.55286295458701 13.007432548857624, 77.5525126918504 13.007629917173533, 77.55218384421438 13.007859998179754, 77.55187957819759 13.00812057607034, 77.55160282361076 13.008409141420609, 77.55135624535792 13.00872291535079, 77.55114221778709 13.009058876282188, 77.55096280183668 13.009413789027409, 77.55081972519795 13.009784235935484, 77.55071436568325 13.01016664979227, 77.55064773796063 13.010557348159388))",94,4e03a1ff-b351-4d45-8dec-de96f6bb0e93,Karnataka Road Development Corporation Ltd (KRDCL),13.0118119,77.554139,company,Industry Top,"[Construction, Infrastructure ,Coworking]",Public Sector,N_A,N_A," - Samparka Soudha    Dr. Rajkumar Road Rajajinagar 1st Block,",fundoo,0,0.0,Bangalore / Bengaluru Karnataka,,1701844461,0,,1,N_A,[],,[],[],,"{website=www.krdcl.in, scrape_url=https://www.fundoodata.com/companies-detail/karnataka-road-development-corporation-ltd-krdcl-bangalore-bengaluru/61950.html}"
1,"POLYGON ((77.55064773796063 13.010557348159388, 77.55062048378201 13.01095256882238, 77.5506328657994 13.011348506006348, 77.5506847650284 13.01174134701184, 77.55077568198409 13.012127308918089, 77.55090474147863 13.012502675000924, 77.55107070103462 13.012863830515565, 77.5512719628341 13.013207297499356, 77.55150658908862 13.013529768260184, 77.5517723206831 13.0138281372284, 77.55206659891435 13.014099530864803, 77.55238659011606 13.014341335338008, 77.55272921293349 13.014551221702861, 77.55309116798556 13.014727168338966, 77.55346896962965 13.014867480431064, 77.5538589795232 13.014970806304975, 77.55425744165935 13.015036150459899, 77.55466051853922 13.015062883171515, 77.55506432813272 13.015050746573092, 77.55546498127137 13.014999857154676, 77.55585861911337 13.01491070465632, 77.55624145031891 13.014784147365518, 77.55660978757814 13.014621403862282, 77.55696008313859 13.014424041293346, 77.55728896298986 13.014193960285338, 77.55759325937535 13.013933376644237, 77.55787004131722 13.013644800015784, 77.55811664286018 13.013331009713113, 77.55833068876129 13.01299502794418, 77.55851011737762 13.012640090697076, 77.55865320053121 13.01226961656439, 77.55875856015932 13.011887173806551, 77.55882518158955 13.011496445972464, 77.55885242331182 13.011101196409093, 77.5588400231528 13.010705232001868, 77.55878810079406 13.01031236649647, 77.55869715660936 13.009926383755255, 77.55856806683293 13.009551001302924, 77.55840207510593 13.009189834513453, 77.55820078048262 13.00884636178271, 77.55796612201281 13.008523891023692, 77.55770036004967 13.00822552780599, 77.5574060544634 13.007954145447728, 77.55708603997154 13.007712357347014, 77.55674339882387 13.00750249181969, 77.55638143110585 13.007326569685473, 77.55600362294692 13.007186284818005, 77.55561361293994 13.007082987845179, 77.55521515709619 13.007017673157197, 77.55481209267265 13.006990969345981, 77.55440830122082 13.007003133167638, 77.55400767121188 13.007054047085914, 77.55361406059892 13.007143220419257, 77.55323125967524 13.007269794079559, 77.55286295458701 13.007432548857624, 77.5525126918504 13.007629917173533, 77.55218384421438 13.007859998179754, 77.55187957819759 13.00812057607034, 77.55160282361076 13.008409141420609, 77.55135624535792 13.00872291535079, 77.55114221778709 13.009058876282188, 77.55096280183668 13.009413789027409, 77.55081972519795 13.009784235935484, 77.55071436568325 13.01016664979227, 77.55064773796063 13.010557348159388))",225,3e5154c3-fd0b-4603-a14a-20ad356b913e,"Sheraton Grand, Bangalore (Marriott)",13.0120851,77.5563643,company,Industry Top,"[Hotels, Restaurants, Cloud Kitchen]",Private Sector,N_A,N_A," - No.26/1, Brigade Gateway, DR Rajkumar Road    Rajajinagar, Malleswaram West",fundoo,0,0.0,Bangalore / Bengaluru Karnataka,,1701844461,0,,1,N_A,[],,[],[],,"{website=www.marriott.com, scrape_url=https://www.fundoodata.com/companies-detail/sheraton-grand-bangalore-bangalore-bengaluru/88659.html}"
1,"POLYGON ((77.55064773796063 13.010557348159388, 77.55062048378201 13.01095256882238, 77.5506328657994 13.011348506006348, 77.5506847650284 13.01174134701184, 77.55077568198409 13.012127308918089, 77.55090474147863 13.012502675000924, 77.55107070103462 13.012863830515565, 77.5512719628341 13.013207297499356, 77.55150658908862 13.013529768260184, 77.5517723206831 13.0138281372284, 77.55206659891435 13.014099530864803, 77.55238659011606 13.014341335338008, 77.55272921293349 13.014551221702861, 77.55309116798556 13.014727168338966, 77.55346896962965 13.014867480431064, 77.5538589795232 13.014970806304975, 77.55425744165935 13.015036150459899, 77.55466051853922 13.015062883171515, 77.55506432813272 13.015050746573092, 77.55546498127137 13.014999857154676, 77.55585861911337 13.01491070465632, 77.55624145031891 13.014784147365518, 77.55660978757814 13.014621403862282, 77.55696008313859 13.014424041293346, 77.55728896298986 13.014193960285338, 77.55759325937535 13.013933376644237, 77.55787004131722 13.013644800015784, 77.55811664286018 13.013331009713113, 77.55833068876129 13.01299502794418, 77.55851011737762 13.012640090697076, 77.55865320053121 13.01226961656439, 77.55875856015932 13.011887173806551, 77.55882518158955 13.011496445972464, 77.55885242331182 13.011101196409093, 77.5588400231528 13.010705232001868, 77.55878810079406 13.01031236649647, 77.55869715660936 13.009926383755255, 77.55856806683293 13.009551001302924, 77.55840207510593 13.009189834513453, 77.55820078048262 13.00884636178271, 77.55796612201281 13.008523891023692, 77.55770036004967 13.00822552780599, 77.5574060544634 13.007954145447728, 77.55708603997154 13.007712357347014, 77.55674339882387 13.00750249181969, 77.55638143110585 13.007326569685473, 77.55600362294692 13.007186284818005, 77.55561361293994 13.007082987845179, 77.55521515709619 13.007017673157197, 77.55481209267265 13.006990969345981, 77.55440830122082 13.007003133167638, 77.55400767121188 13.007054047085914, 77.55361406059892 13.007143220419257, 77.55323125967524 13.007269794079559, 77.55286295458701 13.007432548857624, 77.5525126918504 13.007629917173533, 77.55218384421438 13.007859998179754, 77.55187957819759 13.00812057607034, 77.55160282361076 13.008409141420609, 77.55135624535792 13.00872291535079, 77.55114221778709 13.009058876282188, 77.55096280183668 13.009413789027409, 77.55081972519795 13.009784235935484, 77.55071436568325 13.01016664979227, 77.55064773796063 13.010557348159388))",40,6b9b5a3f-05d7-4706-b3e9-62b1240e6f32,Disa India Ltd,13.0120988,77.5561954,company,Industry Top,[Engineering],Private Sector,N_A,N_A," - 6th Floor, Unit No: S-604, World Trade Center    Brigade Gateway Campus  26/1, Dr. Rajkumar Road,  Malleswaram-Rajajinagar",fundoo,0,0.0,Bangalore / Bengaluru Karnataka,,1701844461,0,,1,N_A,[],,[],[],,"{website=www.disagroup.com, scrape_url=https://www.fundoodata.com/companies-detail/disa-india-ltd-bangalore-bengaluru/44991.html}"
