id,name,number_of_votes,ratings,lat,lng,distance,type
ChIJZ0FegEs9rjsRZFR-C-hVwqQ,Orion Mall,183294,4.5,13.011023,77.55471519999999,0.0,Competitor
ChIJCUMusVM9rjsREFoNQDA52s0,Metro cash and carry Yashwantpur,20,3.8,13.014254,77.554683,0.36,Competitor
