id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,rating,place_url,source,category,top_category,type,created_at
ChIJ7yARyjIZrjsRBIPG2azy0dk,Dr. Balakrishna S N / Best Laparoscopic Surgeon & Gastroenterologist in BANGALORE,13.059091567993164,77.58757019042969,0x3bae1932ca1120ef:0xd9d1f2acd9c68304,N_A,N_A,8,5.0,https://www.google.com/maps/place/?q=place_id:ChIJ7yARyjIZrjsRBIPG2azy0dk,gmaps_v2,clinic,medical,N_A,1687847039
ChIJXcgcFDwXrjsRafF8hxIh4pk,Indian Academy Group of Institutions,13.030330657958984,77.6351318359375,0x3bae173c141cc85d:0x99e22112877cf169,indianacademy,indianacademy,723,4.0,https://www.google.com/maps/place/?q=place_id:ChIJXcgcFDwXrjsRafF8hxIh4pk,gmaps_v2,school,education,N_A,1687847039
ChIJM9aBoRYZrjsRvvUXhEvPwyM,Sri S G SIDDARAMAIAH,13.075247764587402,77.60279846191406,0x3bae1916a181d633:0x23c3cf4b8417f5be,N_A,N_A,1,4.0,https://www.google.com/maps/place/?q=place_id:ChIJM9aBoRYZrjsRvvUXhEvPwyM,gmaps_v2,college,education,N_A,1687847039
ChIJydNg7F4XrjsRxDEx9vnZkp8,sharath chess academy,13.049002647399902,77.59786987304688,0x3bae175eec60d3c9:0x9f92d9f9f63131c4,N_A,N_A,1,5.0,https://www.google.com/maps/place/?q=place_id:ChIJydNg7F4XrjsRxDEx9vnZkp8,gmaps_v2,college,education,N_A,1687847039
ChIJKRYa8v0ZrjsROlAfROGZ8NU,North side medical center,13.10171890258789,77.59882354736328,0x3bae19fdf21a1629:0xd5f099e1441f503a,N_A,N_A,10,5.0,https://www.google.com/maps/place/?q=place_id:ChIJKRYa8v0ZrjsROlAfROGZ8NU,gmaps_v2,clinic,medical,N_A,1695212099
ChIJPcbRK1gYrjsRFBWzQOM11_k,Jayalakshmi Hospital,13.098912239074709,77.59622955322266,0x3bae18582bd1c63d:0xf9d735e340b31514,N_A,N_A,4,1.7999999523162842,https://www.google.com/maps/place/?q=place_id:ChIJPcbRK1gYrjsRFBWzQOM11_k,gmaps_v2,clinic,medical,N_A,1695212099
ChIJlWpZTVkYrjsRmqbAe-fj7aM,Volga Dental,13.09833812713623,77.5904312133789,0x3bae18594d596a95:0xa3ede3e77bc0a69a,N_A,N_A,4,5.0,https://www.google.com/maps/place/?q=place_id:ChIJlWpZTVkYrjsRmqbAe-fj7aM,gmaps_v2,clinic,medical,N_A,1695212099
ChIJdV-zjj4ZrjsRkdsGZlxZ6tY,Dental Conceptz,13.073095321655272,77.59501647949219,0x3bae193e8eb35f75:0xd6ea595c6606db91,N_A,N_A,34,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJdV-zjj4ZrjsRkdsGZlxZ6tY,gmaps_v2,clinic,medical,N_A,1695212099
ChIJq8GMRdwXrjsRnh9uLJYS3VI,GLPS Vidyasagar (Saraipalya),13.047635078430176,77.63176727294922,0x3bae17dc458cc1ab:0x52dd12962c6e1f9e,N_A,N_A,1,5.0,https://www.google.com/maps/place/?q=place_id:ChIJq8GMRdwXrjsRnh9uLJYS3VI,gmaps_v2,school,education,N_A,1687847039
ChIJq8OoU98ZrjsRXWA9TklNf-4,Abhyas School of Learning,13.071707725524902,77.60218811035156,0x3bae19df53a8c3ab:0xee7f4d494e3d605d,N_A,N_A,17,5.0,https://www.google.com/maps/place/?q=place_id:ChIJq8OoU98ZrjsRXWA9TklNf-4,gmaps_v2,school,education,pre_school,1687847039
