Unnamed: 0,id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,rating,place_url,source,category,top_category,type,created_at,competitor_type,date,number_of_reviews,url,reviews_per_day
4009,ChIJZ878TnMZrjsR5UR2v4Vjry8,"Lenskart.com at Sahakar Nagar, Bengaluru",13.063583374023438,77.58836364746094,0x3bae19734efcce67:0x2faf6385bf7644e5,lenskart,Lenskart,125,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJZ878TnMZrjsR5UR2v4Vjry8,gmaps_v2,clinic,medical,optician,1695212099,anchor_competitor,1692441050,376,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402677222526567!2y3436074466800977125!2m2!2i10!3sCAESB0VnTUk4Z0k=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,3.89744100519334
942,ChIJh4Ug9mYZrjsReCyjAw5CXeY,"Lenskart.com at RK Hegde Nagar, Bengaluru",13.068785667419434,77.62731170654297,0x3bae1966f6208587:0xe65d420e03a32c78,lenskart,Lenskart,898,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJh4Ug9mYZrjsReCyjAw5CXeY,gmaps_v2,clinic,medical,optician,1695212099,anchor_competitor,1658237354,1040,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402624192087431!2y16599496429515517048!2m2!2i10!3sCAESB0VnTUloZ2c=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,2.0983836399683082
8117,ChIJ-z9pSD0ZrjsRv3wONyDnZNo,VISHAL MEGA MART,13.064290046691896,77.64808654785156,0x3bae193d48693ffb:0xda64e720370e7cbf,vishalmegamart,Vishal Mega Mart,1900,4.0,https://www.google.com/maps/place/?q=place_id:ChIJ-z9pSD0ZrjsRv3wONyDnZNo,gmaps_v2,supermarket,retail,N_A,1699615207,anchor_competitor,1606626187,2018,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402445183959035!2y15736957123488021695!2m2!2i10!3sCAESB0VnTUkyZzg=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,1.7653697178441068
11477,ChIJzSAyhsAXrjsRQDk9kFgXw3I,"Lenskart.com at Hennur, Bengaluru",13.031257629394531,77.6357650756836,0x3bae17c0863220cd:0x72c31758903d3940,lenskart,Lenskart,962,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJzSAyhsAXrjsRQDk9kFgXw3I,gmaps_v2,clinic,medical,optician,1695212099,anchor_competitor,1645607808,1402,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400809837994189!2y8269479009926854976!2m2!2i10!3sCAESB0VnTUktQW8=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,1.675596976076122
2455,ChIJzXHvdtUXrjsRn4pQ-TqnCmg,"Lenskart.com at Sahakar Nagar, Bengaluru",13.059940338134766,77.58757781982422,0x3bae17d576ef71cd:0x680aa73af9508a9f,lenskart,Lenskart,1154,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJzXHvdtUXrjsRn4pQ-TqnCmg,gmaps_v2,clinic,medical,optician,1695212099,anchor_competitor,1628784704,1532,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400899776278989!2y7496988401444358815!2m2!2i10!3sCAESB0VnTUktZ3M=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,1.5009710978429909
2023,ChIJezPo6r8ZrjsRWiFKCtua_7I,"Lenskart.com at Nagawara, Bengaluru",13.046868324279783,77.62805938720703,0x3bae19bfeae8337b:0xb2ff9adb0a4a215a,lenskart,Lenskart,833,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJezPo6r8ZrjsRWiFKCtua_7I,gmaps_v2,clinic,medical,optician,1695212099,anchor_competitor,1640265804,961,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300403006255936379!2y12898198123373535578!2m2!2i10!3sCAESB0VnTUl3QWM=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,1.30984627807935
12003,ChIJSU4eFBAXrjsRaPG1Zsn4Y6E,Domino's Pizza,13.040855407714844,77.62032318115234,0x3bae1710141e4e49:0xa163f8c966b5f168,dominos,Domino's Pizza,3404,4.0,https://www.google.com/maps/place/?q=place_id:ChIJSU4eFBAXrjsRaPG1Zsn4Y6E,gmaps_v2,restaurant,food,N_A,1699615207,anchor_competitor,1469951348,3412,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300400052009848393!2y11629412206696067432!2m2!2i10!3sCAESB0VnTUkwaG8=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,1.2805915622971398
12187,ChIJu1Tm5jsZrjsRrSCt8NE8SDE,"Lenskart.com at Kothanur, Bengaluru",13.060409545898438,77.64881896972656,0x3bae193be6e654bb:0x31483cd1f0ad20ad,lenskart,Lenskart,911,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJu1Tm5jsZrjsRrSCt8NE8SDE,gmaps_v2,clinic,medical,optician,1695212099,anchor_competitor,1630583626,1183,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300402439253021883!2y3551155178565345453!2m2!2i10!3sCAESB0VnTUluQWs=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,1.2178904489976112
4620,ChIJ6Q9qY9gZrjsRuvKBwZgkycw,Machaxi Ahalya Sports Centre,13.059487342834473,77.62217712402344,0x3bae19d8636a0fe9:0xccc92498c181f2ba,machaxi,Machaxi,2438,4.300000190734863,https://www.google.com/maps/place/?q=place_id:ChIJ6Q9qY9gZrjsRuvKBwZgkycw,gmaps_v2,gym_fitness,leisure,N_A,1687847039,secondary_competitor,1507284362,2611,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300403111356927977!2y14756365892556288698!2m2!2i10!3sCAESB0VnTUlzaFE=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,1.1665932489470126
7380,ChIJL93UM-sZrjsRQFWtTQBdxFk,Domino's Pizza,13.08189868927002,77.63451385498047,0x3bae19eb33d4dd2f:0x59c45d004dad5540,dominos,Domino's Pizza,2901,4.0,https://www.google.com/maps/place/?q=place_id:ChIJL93UM-sZrjsRQFWtTQBdxFk,gmaps_v2,restaurant,food,N_A,1699615207,anchor_competitor,1443883507,2912,https://www.google.com/maps/preview/review/listentitiesreviews?authuser=0&hl=en&gl=in&pb=!1m2!1y4300403192162999599!2y6468397220695463232!2m2!2i10!3sCAESB0VnTUkzaFk=!3e2!4m5!3b1!4b1!6b1!7b1!20b1!5m2!1sPsrQZPb9H5adseMPzOi5IA!7e81,0.9801147061549272
