id,name,number_of_votes,ratings,lat,lng,reviews_per_day,distance
ChIJCUMusVM9rjsREFoNQDA52s0,Metro cash and carry Yashwantpur,20,3.8,13.014254,77.554683,0.0687545202217667,0.36
