id,name,desc,num_units,default_units,lat,lng,url,source,final_num_units
8a9f908279565ff80179567c8d6e09d5,Krishvi Statura,,176.0,176.0,13.04378694273198,77.74754001135089,https://www.nobroker.in/krishvi-statura-kr-puram_bangalore-prjt-8a9f908279565ff80179567c8d6e09d5,NoBroker,176.0
8a9f888277f833020177f86070b0137e,Pashmina Brooks Woods,,1100.0,1100.0,13.075790986988425,77.72411801719664,https://www.nobroker.in/pashmina-brooks-woods-bidarahalli-hobli_bangalore-prjt-8a9f888277f833020177f86070b0137e,NoBroker,1100.0
7134,Sumadhura Sarang,,0.0,40.0,13.029626846313477,77.74996185302734,https://www.homebazaar.com/buy/sumadhura-sarang-whitefield-bangalore-7134,HomeBazaar,0.0
6554,Assetz Marq 3.0,,0.0,40.0,13.02441692352295,77.75979614257812,https://www.homebazaar.com/buy/assetz-marq-3.0-whitefield-bangalore-6554,HomeBazaar,345.0
1935,Marq 2.0,,0.0,40.0,13.024689674377441,77.76194763183594,https://www.homebazaar.com/buy/marq-2.0-whitefield-bangalore-1935,HomeBazaar,0.0
3644,Salarpuria Sattva East Crest,,0.0,40.0,13.043292045593262,77.748291015625,https://www.homebazaar.com/buy/salarpuria-sattva-east-crest-konadasapura-bangalore-3644,HomeBazaar,0.0
3248,Shriram Codename Yuva,,0.0,40.0,13.072657585144043,77.74911499023438,https://www.homebazaar.com/buy/shriram-codename-yuva-bendiganahalli-bangalore-3248,HomeBazaar,0.0
3866,NVT Stopping By The Woods,,0.0,40.0,13.062521934509277,77.74890899658203,https://www.homebazaar.com/buy/nvt-stopping-by-the-woods-whitefield-bangalore-3866,HomeBazaar,0.0
4162,SBR Gokulam,,0.0,40.0,13.03518009185791,77.76216888427734,https://www.homebazaar.com/buy/sbr-gokulam-kannamangala-bangalore-4162,HomeBazaar,0.0
rlfi5y,Melrose,,122.0,122.0,13.05747,77.75379,https://www.commonfloor.com/melrose-bangalore/povp-rlfi5y,commonfloor,122.0
dm1yie,Saptagiri Gokulam,,132.0,132.0,13.03624,77.747039,https://www.commonfloor.com/saptagiri-gokulam-bangalore/povp-dm1yie,commonfloor,132.0
pq0z8v,Triaxis Splendour,,140.0,140.0,13.077371,77.804565,https://www.commonfloor.com/triaxis-splendour-bangalore/povp-pq0z8v,commonfloor,140.0
06dyuc,V R Sai City 3,,15.0,15.0,13.060047,77.791582,https://www.commonfloor.com/v-r-sai-city-3-bangalore/povp-06dyuc,commonfloor,15.0
p0xy8u,VR Gokulam,,140.0,140.0,13.0638,77.8041,https://www.commonfloor.com/vr-gokulam-bangalore/povp-p0xy8u,commonfloor,140.0
psmekn,Saideep Hulas,,108.0,108.0,13.041794,77.743449,https://www.commonfloor.com/saideep-hulas-bangalore/povp-psmekn,commonfloor,108.0
