x_pixel,y_pixel,total_population,h3index_lvl11,f_0,f_1,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_5,f_50,f_55,f_60,f_65,f_70,f_75,f_80,m_0,m_1,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_5,m_50,m_55,m_60,m_65,m_70,m_75,m_80,h3index_lvl3,geometry
11476,26939,11.163511,8b61892f6c44fff,0.07946955,0.3039708,0.3276857,0.39047304,0.5617191,0.6487255,0.53345495,0.45536804,0.34190014,0.31583273,0.32324466,0.27173594,0.22838554,0.17106175,0.1259618,0.075288855,0.055315353,,0.08731397,0.3345556,0.360649,0.41586784,0.6359702,0.73108953,0.66936356,0.54773694,0.40435904,0.34658515,0.3553375,0.2756695,0.2455832,0.18086217,0.13035762,0.07340191,0.05213109,0.04599674,836189fffffffff,"POLYGON ((77.74958303740999 13.051250148800001, 77.74958303740999 13.052083482130001, 77.74874970408 13.052083482130001, 77.74874970408 13.051250148800001, 77.74958303740999 13.051250148800001))"
11457,26961,14.361592,8b61892f476dfff,0.10223568,0.39105123,0.4215599,0.5023343,0.72263837,0.83457,0.68627715,0.5858202,0.43984643,0.4063113,0.4158466,0.34958184,0.29381257,0.22006688,0.16204686,0.096857324,0.07116189,,0.11232735,0.43039784,0.46396637,0.5350041,0.81816053,0.94052935,0.86112034,0.7046506,0.5201983,0.44587356,0.45713326,0.35464227,0.31593698,0.2326749,0.16770197,0.09442981,0.06706541,0.059173714,836189fffffffff,"POLYGON ((77.73374970414 13.032916815540002, 77.73374970414 13.033750148870002, 77.73291637081 13.033750148870002, 77.73291637081 13.032916815540002, 77.73374970414 13.032916815540002))"
11462,26927,13.391492,8b61892f66e2fff,0.095329836,0.36463642,0.39308426,0.4684025,0.6738254,0.7781962,0.6399203,0.5462491,0.41013557,0.3788657,0.38775688,0.3259682,0.27396604,0.20520175,0.15110087,0.09031478,0.06635503,,0.10473984,0.40132523,0.43262625,0.49886551,0.7628952,0.87699825,0.8029532,0.6570527,0.48505983,0.4157556,0.4262547,0.3306868,0.294596,0.21695812,0.15637401,0.088051245,0.062535256,0.055176634,836189fffffffff,"POLYGON ((77.73791637078999 13.06125014876, 77.73791637078999 13.06208348209, 77.73708303746 13.06208348209, 77.73708303746 13.06125014876, 77.73791637078999 13.06125014876))"
11584,26892,15.844556,8b61892b12e1fff,0.111544155,0.4266559,0.53585565,0.6369585,0.74113536,0.7445767,0.62742984,0.64650774,0.5016443,0.48145935,0.47014698,0.4141786,0.33598706,0.30343002,0.25769222,0.17007045,0.11106316,,0.121492684,0.46551636,0.5996002,0.6828462,0.82844675,0.8355637,0.73691136,0.68386286,0.5651201,0.5132626,0.5114972,0.40139407,0.35041383,0.28945562,0.25145078,0.16129102,0.10920961,0.09491837,836189fffffffff,"POLYGON ((77.83958303704999 13.09041681531, 77.83958303704999 13.09125014864, 77.83874970372 13.09125014864, 77.83874970372 13.09041681531, 77.83958303704999 13.09041681531))"
11542,26906,36.401047,8b6189285774fff,0.2562599,0.9801929,1.2310668,1.463339,1.7026733,1.7105794,1.441448,1.4852772,1.1524702,1.1060976,1.0801086,0.9515278,0.77189165,0.69709563,0.59201825,0.39071733,0.25515485,,0.2791155,1.0694703,1.3775126,1.5687606,1.9032612,1.9196117,1.6929692,1.5710964,1.2982985,1.1791619,1.175106,0.92215675,0.80503553,0.664991,0.5776793,0.3705476,0.25089654,0.21806405,836189fffffffff,"POLYGON ((77.80458303718999 13.078750148690002, 77.80458303718999 13.079583482020002, 77.80374970385999 13.079583482020002, 77.80374970385999 13.078750148690002, 77.80458303718999 13.078750148690002))"
11553,26919,14.377199,8b618928598cfff,0.1012141,0.3871435,0.48623034,0.5779701,0.6724991,0.6756218,0.56932384,0.58663493,0.4551873,0.43687165,0.4266069,0.37582174,0.30487147,0.27532953,0.23382746,0.1543203,0.100777656,,0.11024131,0.4224051,0.54407156,0.6196081,0.75172466,0.7581826,0.66866636,0.62053066,0.5127846,0.46572962,0.46412766,0.36422116,0.31796217,0.26264927,0.22816405,0.14635393,0.09909576,0.086128026,836189fffffffff,"POLYGON ((77.81374970382 13.0679168154, 77.81374970382 13.06875014873, 77.81291637049 13.06875014873, 77.81291637049 13.0679168154, 77.81374970382 13.0679168154))"
11465,26942,10.399703,8b61892f6a82fff,0.07403223,0.2831731,0.30526543,0.36375684,0.5232863,0.60433966,0.49695593,0.42421174,0.3185073,0.29422343,0.30112824,0.25314376,0.21275939,0.1593577,0.11734348,0.07013758,0.05153067,,0.08133994,0.3116653,0.33597335,0.38741413,0.59245706,0.68106836,0.6235657,0.51026076,0.37669277,0.32287177,0.33102527,0.25680816,0.22878039,0.16848758,0.12143854,0.068379745,0.048564278,0.04284964,836189fffffffff,"POLYGON ((77.74041637078 13.04875014881, 77.74041637078 13.049583482140001, 77.73958303745 13.049583482140001, 77.73958303745 13.04875014881, 77.74041637078 13.04875014881))"
11467,26946,8.868448,8b61892f6baafff,0.063131705,0.24147864,0.26031807,0.3101972,0.44623747,0.51535654,0.42378402,0.3617507,0.27161023,0.2509019,0.25679004,0.2158708,0.18143265,0.13589382,0.1000658,0.059810508,0.043943282,,0.06936343,0.26577562,0.28650457,0.33037117,0.5052235,0.58078766,0.5317517,0.43512982,0.32122844,0.27533206,0.28228503,0.21899568,0.1950947,0.14367943,0.1035579,0.058311496,0.04141366,0.03654045,836189fffffffff,"POLYGON ((77.74208303744 13.04541681549, 77.74208303744 13.04625014882, 77.74124970411 13.04625014882, 77.74124970411 13.04541681549, 77.74208303744 13.04541681549))"
11499,26971,10.862167,8b61892ad2a8fff,0.07732437,0.29576552,0.31884027,0.37993276,0.5465563,0.631214,0.51905507,0.443076,0.33267102,0.30730724,0.3145191,0.26440078,0.22222058,0.16644417,0.122561626,0.07325653,0.05382219,,0.08495705,0.32552472,0.35091376,0.40464205,0.618803,0.71135473,0.651295,0.53295153,0.3934439,0.33722955,0.34574562,0.26822817,0.23895402,0.17598005,0.12683879,0.07142053,0.05072388,0.04475512,836189fffffffff,"POLYGON ((77.76874970399999 13.02458348224, 77.76874970399999 13.02541681557, 77.76791637067 13.02541681557, 77.76791637067 13.02458348224, 77.76874970399999 13.02458348224))"
11491,26918,16.124994,8b61892ab616fff,0.11351842,0.4342074,0.54533994,0.6482323,0.754253,0.7577552,0.6385349,0.65795046,0.51052314,0.48998088,0.4784683,0.42150933,0.34193382,0.30880055,0.2622532,0.1730806,0.11302891,,0.123643026,0.4737557,0.61021274,0.6949321,0.84310967,0.85035264,0.7499542,0.69596684,0.57512236,0.52234703,0.5205504,0.40849847,0.35661593,0.2945788,0.2559013,0.16414577,0.11114255,0.096598364,836189fffffffff,"POLYGON ((77.76208303735999 13.06875014873, 77.76208303735999 13.06958348206, 77.76124970402999 13.06958348206, 77.76124970402999 13.06875014873, 77.76208303735999 13.06875014873))"
