id,name,lat,lng,brand_name,brand_id,number_of_votes,rating,cost_for_two
50844,Rahhams,13.0009093895,77.6131369919,Rahhams,zomato_rahhams,9940,4.1,800
19194607,Bareerah Multicuisine Restaurant,12.9815020973,77.6085088402,Bareerah Multicuisine Restaurant,zomato_bareerah_multicuisine_restaurant,383,4.1,1200
19421100,Nu Air Premium Cafe,12.9951548225,77.6142474264,N_A,N_A,178,4.0,800
59139,Sherlock's Pub,12.9947095445,77.6151064038,N_A,N_A,649,4.0,1500
18758393,Sheesh Kebab,13.0003850647,77.6166138053,N_A,N_A,1997,4.0,950
53654,Arirang Korean Restaurant,13.0196592375,77.6371729374,N_A,N_A,315,4.0,1400
18888038,Hungry Vihaari,13.0232452535,77.6396224648,N_A,N_A,212,4.0,1200
50957,Tamarind - Tamarind Hospitality,13.0124739833,77.6476835087,N_A,N_A,6694,4.1,800
55458,Mainland China,13.0254772592,77.6393948123,Mainland China,zomato_mainland_china,2558,4.3,1800
20055556,Theobroma,12.99867,77.61548,Theobroma,zomato_theobroma,985,3.3,400
57498,Al - Khair,13.003756732,77.6121355221,N_A,N_A,4,2.4,400
19575818,Narcos Cafe,13.0056677914,77.6506600901,N_A,N_A,70,3.2,400
19682728,Mini Samrat Chalukya,12.9929568465,77.5954471529,N_A,N_A,1228,3.9,300
18430368,New Alameen Restaurant,12.9755526852,77.6226507872,N_A,N_A,9765,3.7,300
52114,Karnataka Biriyani Paradise,13.0085555865,77.6135845855,N_A,N_A,19,3.6,300
19081194,Sadaf Restaurant,12.9892442876,77.6020715386,N_A,N_A,330,3.7,300
20214788,Giani Icecream,12.9971781,77.6141739,Giani Icecream,zomato_giani_icecream,115,4.0,300
19192402,All 'Bout Coffee,13.0016581432,77.6237742975,N_A,N_A,30,3.7,300
19020304,Guru's Rasoi,12.9842817079,77.6090529934,N_A,N_A,84,3.8,300
60151,New Taj Restaurant,12.9993563393,77.6159898564,N_A,N_A,7,3.7,300
19683820,New SBFC Food Funda,13.0087476694,77.6121459156,N_A,N_A,64,3.4,300
54357,The Lassi Park,13.0102820407,77.6152800769,The Lassi Park,zomato_the_lassi_park,4,3.6,300
18790753,Mizo Dawr,13.0141759104,77.6391691715,N_A,N_A,23,3.7,300
18792054,Oye Hoye,13.027861,77.639778,N_A,N_A,325,4.0,300
18760317,Ambur Hot Dum Biriyani,13.0071214934,77.6401803643,Ambur Hot Dum Biriyani,zomato_ambur_hot_dum_biriyani,7,3.7,300
18988509,Hotel Karavali,13.0144797087,77.6524638757,Hotel Karavali,zomato_hotel_karavali,316,3.9,300
18435693,Sri Banashankari Donne Biriyani,13.0145835871,77.6484489441,Sri Banashankari Donne Biriyani,zomato_sri_banashankari_donne_biriyani,6480,3.7,300
18270164,Bombay Chowpaty Kulfi,13.0209051047,77.6423237845,N_A,N_A,48,3.6,300
