id,name,lat,lng,cid,brand_id,brand_name,number_of_votes,rating,place_url,source,category,top_category,type,created_at
ChIJwQ4rDEUPrjsRhn_UyScnrp0,Surya College of Nursing,13.072943687438965,77.74264526367188,0x3bae0f450c2b0ec1:0x9dae2727c9d47f86,N_A,N_A,106,3.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJwQ4rDEUPrjsRhn_UyScnrp0,gmaps_v2,college,education,N_A,1687847039
ChIJ5xAYQ7UFrjsRPumZZKTihjE,CHANAKYA PUBLIC SCHOOL,13.077667236328123,77.78486633300781,0x3bae05b5431810e7:0x3186e2a46499e93e,N_A,N_A,5,4.599999904632568,https://www.google.com/maps/place/?q=place_id:ChIJ5xAYQ7UFrjsRPumZZKTihjE,gmaps_v2,school,education,N_A,1687847039
ChIJ_23pibQPrjsRizz3T-EAwrM,GHS Kannamangala,13.023696899414062,77.7729263305664,0x3bae0fb489e96dff:0xb3c200e14ff73c8b,N_A,N_A,9,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJ_23pibQPrjsRizz3T-EAwrM,gmaps_v2,school,education,N_A,1687847039
ChIJb_flQIAFrjsRZt3TVTJ46Ac,Advitya PU and Degree College,13.068808555603027,77.79253387451172,0x3bae058040e5f76f:0x7e8783255d3dd66,N_A,N_A,300,4.599999904632568,https://www.google.com/maps/place/?q=place_id:ChIJb_flQIAFrjsRZt3TVTJ46Ac,gmaps_v2,college,education,N_A,1687847039
ChIJHQtBHoURrjsRrzFS6nPsb-o,Shiny blossom international school,13.032000541687012,77.7342529296875,0x3bae11851e410b1d:0xea6fec73ea5231af,N_A,N_A,24,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJHQtBHoURrjsRrzFS6nPsb-o,gmaps_v2,school,education,N_A,1687847039
ChIJz7hVNn4FrjsR33sv3eFgw2M,"KIDZEE, PRE SCHOOL, HOSKOTE",13.06787395477295,77.78736877441406,0x3bae057e3655b8cf:0x63c360e1dd2f7bdf,kidzee,Kidzee,147,4.900000095367432,https://www.google.com/maps/place/?q=place_id:ChIJz7hVNn4FrjsR33sv3eFgw2M,gmaps_v2,school,education,pre_school,1687847039
ChIJKZvYKzQFrjsR-mDSe1QzGPQ,Vaasudhara College of Pharmacy,13.080096244812012,77.80451202392578,0x3bae05342bd89b29:0xf41833547bd260fa,N_A,N_A,6,2.5,https://www.google.com/maps/place/?q=place_id:ChIJKZvYKzQFrjsR-mDSe1QzGPQ,gmaps_v2,college,education,N_A,1687847039
ChIJh3tI2H8FrjsRSJZDPmvkVhU,Government Degree Collage,13.067106246948242,77.78888702392578,0x3bae057fd8487b87:0x1556e46b3e439648,N_A,N_A,61,4.099999904632568,https://www.google.com/maps/place/?q=place_id:ChIJh3tI2H8FrjsRSJZDPmvkVhU,gmaps_v2,college,education,N_A,1687847039
ChIJbTfUaDUFrjsRZRiBDEIyJuM,MVJ College of Nursing,13.075967788696287,77.80992889404297,0x3bae053568d4376d:0xe32632420c811865,N_A,N_A,41,3.200000047683716,https://www.google.com/maps/place/?q=place_id:ChIJbTfUaDUFrjsRZRiBDEIyJuM,gmaps_v2,college,education,N_A,1687847039
ChIJ2-ANPpAFrjsRL5u8j5_GyfU,SMT. LAKSHMI DEVI GROUP OF INSTITUTION,13.080097198486328,77.80391693115234,0x3bae05903e0de0db:0xf5c9c69f8fbc9b2f,N_A,N_A,245,4.0,https://www.google.com/maps/place/?q=place_id:ChIJ2-ANPpAFrjsRL5u8j5_GyfU,gmaps_v2,college,education,N_A,1687847039
ChIJo3NcRzEOrjsRrH6-Pzv8pCE,Seegehalli Government Primary School,13.013277053833008,77.76151275634766,0x3bae0e31475c73a3:0x21a4fc3b3fbe7eac,N_A,N_A,18,4.300000190734863,https://www.google.com/maps/place/?q=place_id:ChIJo3NcRzEOrjsRrH6-Pzv8pCE,gmaps_v2,school,education,N_A,1687847039
ChIJCzjasMkPrjsRljt4Pods0OM,Mighty Kidz Play School | Best Preschool In Kannamangala,13.028494834899902,77.76622772216797,0x3bae0fc9b0da380b:0xe3d06c873e783b96,N_A,N_A,64,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJCzjasMkPrjsRljt4Pods0OM,gmaps_v2,school,education,pre_school,1687847039
ChIJU7EYrIcFrjsRIirJGRXMsbU,Shanthinikethan Public School,13.077030181884766,77.79960632324219,0x3bae0587ac18b153:0xb5b1cc1519c92a22,N_A,N_A,7,2.400000095367432,https://www.google.com/maps/place/?q=place_id:ChIJU7EYrIcFrjsRIirJGRXMsbU,gmaps_v2,school,education,N_A,1687847039
ChIJ5xE-Y4kPrjsRiD1_Z6h6AmI,MAHADEVA P U AND DEGREE COLLEGE,13.060375213623049,77.78370666503906,0x3bae0f89633e11e7:0x62027aa8677f3d88,N_A,N_A,34,4.199999809265137,https://www.google.com/maps/place/?q=place_id:ChIJ5xE-Y4kPrjsRiD1_Z6h6AmI,gmaps_v2,college,education,N_A,1687847039
ChIJ3Qz_MlMFrjsRUbYamq4SAjs,Bommenahalli village Govt school,13.072504997253418,77.74539947509766,0x3bae055332ff0cdd:0x3b0212ae9a1ab651,N_A,N_A,8,3.5,https://www.google.com/maps/place/?q=place_id:ChIJ3Qz_MlMFrjsRUbYamq4SAjs,gmaps_v2,school,education,N_A,1687847039
ChIJseAO3QMbrjsRfazKfQ78QSE,Gitanjali International School,13.083720207214355,77.73918914794922,0x3bae1b03dd0ee0b1:0x2141fc0e7dcaac7d,N_A,N_A,6,3.700000047683716,https://www.google.com/maps/place/?q=place_id:ChIJseAO3QMbrjsRfazKfQ78QSE,gmaps_v2,school,education,N_A,1687847039
ChIJmTxgpa4brjsRp368lcr9TTg,MS College and School of Nursing,13.072809219360352,77.74295043945312,0x3bae1baea5603c99:0x384dfdca95bc7ea7,N_A,N_A,30,5.0,https://www.google.com/maps/place/?q=place_id:ChIJmTxgpa4brjsRp368lcr9TTg,gmaps_v2,school,education,N_A,1687847039
ChIJWzmZxHEPrjsRmUP8V3G8rD8,Wonder Colors Preschool Hoskote,13.068662643432615,77.7972412109375,0x3bae0f71c499395b:0x3facbc7157fc4399,N_A,N_A,19,4.800000190734863,https://www.google.com/maps/place/?q=place_id:ChIJWzmZxHEPrjsRmUP8V3G8rD8,gmaps_v2,school,education,pre_school,1687847039
